IO, 01, 1982043006,   , BEST,   0, 118N,  824E,  20
IO, 01, 1982043012,   , BEST,   0, 125N,  821E,  25
IO, 01, 1982043018,   , BEST,   0, 132N,  821E,  25
IO, 01, 1982050100,   , BEST,   0, 141N,  821E,  30
IO, 01, 1982050106,   , BEST,   0, 147N,  824E,  30
IO, 01, 1982050112,   , BEST,   0, 151N,  827E,  35
IO, 01, 1982050118,   , BEST,   0, 156N,  831E,  35
IO, 01, 1982050200,   , BEST,   0, 161N,  836E,  40
IO, 01, 1982050206,   , BEST,   0, 164N,  842E,  45
IO, 01, 1982050212,   , BEST,   0, 167N,  850E,  55
IO, 01, 1982050218,   , BEST,   0, 170N,  857E,  65
IO, 01, 1982050300,   , BEST,   0, 172N,  865E,  75
IO, 01, 1982050306,   , BEST,   0, 173N,  874E,  85
IO, 01, 1982050312,   , BEST,   0, 174N,  885E,  95
IO, 01, 1982050318,   , BEST,   0, 174N,  897E, 105
IO, 01, 1982050400,   , BEST,   0, 175N,  909E, 115
IO, 01, 1982050406,   , BEST,   0, 175N,  924E, 120
IO, 01, 1982050412,   , BEST,   0, 174N,  943E, 100
IO, 01, 1982050418,   , BEST,   0, 175N,  957E,  80
IO, 01, 1982050500,   , BEST,   0, 177N,  967E,  55
IO, 01, 1982050506,   , BEST,   0, 179N,  973E,  40
IO, 01, 1982050512,   , BEST,   0, 181N,  974E,  35
