IO, 02, 1995101100,   , BEST,   0, 169N,  735E,  20
IO, 02, 1995101106,   , BEST,   0, 167N,  727E,  20
IO, 02, 1995101112,   , BEST,   0, 166N,  721E,  20
IO, 02, 1995101118,   , BEST,   0, 166N,  715E,  25
IO, 02, 1995101200,   , BEST,   0, 166N,  710E,  25
IO, 02, 1995101206,   , BEST,   0, 166N,  705E,  25
IO, 02, 1995101212,   , BEST,   0, 166N,  700E,  30
IO, 02, 1995101218,   , BEST,   0, 167N,  696E,  40
IO, 02, 1995101300,   , BEST,   0, 169N,  690E,  45
IO, 02, 1995101306,   , BEST,   0, 170N,  686E,  45
IO, 02, 1995101312,   , BEST,   0, 171N,  683E,  50
IO, 02, 1995101318,   , BEST,   0, 173N,  679E,  50
IO, 02, 1995101400,   , BEST,   0, 175N,  676E,  45
IO, 02, 1995101406,   , BEST,   0, 176N,  674E,  45
IO, 02, 1995101412,   , BEST,   0, 178N,  671E,  45
IO, 02, 1995101418,   , BEST,   0, 179N,  669E,  40
IO, 02, 1995101500,   , BEST,   0, 181N,  666E,  40
IO, 02, 1995101506,   , BEST,   0, 183N,  662E,  40
IO, 02, 1995101512,   , BEST,   0, 185N,  659E,  40
IO, 02, 1995101518,   , BEST,   0, 188N,  655E,  40
IO, 02, 1995101600,   , BEST,   0, 191N,  652E,  35
IO, 02, 1995101606,   , BEST,   0, 194N,  649E,  35
IO, 02, 1995101612,   , BEST,   0, 198N,  645E,  35
IO, 02, 1995101618,   , BEST,   0, 200N,  640E,  35
IO, 02, 1995101700,   , BEST,   0, 199N,  633E,  30
IO, 02, 1995101706,   , BEST,   0, 196N,  626E,  30
IO, 02, 1995101712,   , BEST,   0, 191N,  617E,  30
IO, 02, 1995101718,   , BEST,   0, 184N,  608E,  30
IO, 02, 1995101800,   , BEST,   0, 176N,  598E,  25
IO, 02, 1995101806,   , BEST,   0, 174N,  588E,  25
IO, 02, 1995101812,   , BEST,   0, 175N,  578E,  20
