IO, 03, 1988111406,   , BEST,   0,  75N,  900E,  25
IO, 03, 1988111412,   , BEST,   0,  82N,  898E,  25
IO, 03, 1988111418,   , BEST,   0,  88N,  897E,  25
IO, 03, 1988111500,   , BEST,   0,  93N,  897E,  25
IO, 03, 1988111506,   , BEST,   0,  98N,  897E,  25
IO, 03, 1988111512,   , BEST,   0, 105N,  898E,  25
IO, 03, 1988111518,   , BEST,   0, 111N,  899E,  25
IO, 03, 1988111600,   , BEST,   0, 117N,  901E,  25
IO, 03, 1988111606,   , BEST,   0, 124N,  902E,  25
IO, 03, 1988111612,   , BEST,   0, 130N,  902E,  25
IO, 03, 1988111618,   , BEST,   0, 138N,  903E,  25
IO, 03, 1988111700,   , BEST,   0, 145N,  903E,  30
IO, 03, 1988111706,   , BEST,   0, 153N,  903E,  30
IO, 03, 1988111712,   , BEST,   0, 161N,  904E,  30
IO, 03, 1988111718,   , BEST,   0, 168N,  905E,  30
IO, 03, 1988111800,   , BEST,   0, 177N,  909E,  40
IO, 03, 1988111806,   , BEST,   0, 187N,  917E,  50
IO, 03, 1988111812,   , BEST,   0, 197N,  930E,  55
IO, 03, 1988111818,   , BEST,   0, 210N,  947E,  25
