ISO_TIME,SID,LAT,LON,WMO_WIND,NEWDELHI_GRADE,TimeRelativeToLMI
2017-12-01 06:00:00,2017333N06082,8.9,73.4,60.0,SCS,1.125
2017-12-01 09:00:00,2017333N06082,8.9,73.0,65.0,VSCS,1.25
2017-12-01 12:00:00,2017333N06082,9.0,72.8,65.0,VSCS,1.375
2017-12-01 15:00:00,2017333N06082,9.1,72.5,65.0,VSCS,1.5
2017-12-01 18:00:00,2017333N06082,9.2,72.1,70.0,VSCS,1.625
2017-12-01 21:00:00,2017333N06082,9.3,71.8,75.0,VSCS,1.75
2017-12-02 00:00:00,2017333N06082,9.5,71.5,80.0,VSCS,1.875
2017-12-02 03:00:00,2017333N06082,9.6,71.2,80.0,VSCS,2.0
2017-12-02 06:00:00,2017333N06082,9.8,71.0,85.0,VSCS,2.125
2017-12-02 09:00:00,2017333N06082,10.2,70.6,85.0,VSCS,2.25
2017-12-02 12:00:00,2017333N06082,10.5,70.3,85.0,VSCS,2.375
2017-12-02 15:00:00,2017333N06082,10.7,70.0,85.0,VSCS,2.5
2017-12-02 18:00:00,2017333N06082,11.0,69.7,85.0,VSCS,2.625
2017-12-02 21:00:00,2017333N06082,11.2,69.5,85.0,VSCS,2.75
2017-12-03 00:00:00,2017333N06082,11.5,69.3,85.0,VSCS,2.875
2017-12-03 03:00:00,2017333N06082,11.9,69.0,80.0,VSCS,3.0
2017-12-03 06:00:00,2017333N06082,12.2,68.9,75.0,VSCS,3.125
2017-12-03 09:00:00,2017333N06082,12.4,68.8,75.0,VSCS,3.25
2017-12-03 12:00:00,2017333N06082,12.9,68.7,75.0,VSCS,3.375
2017-12-03 15:00:00,2017333N06082,13.1,68.6,75.0,VSCS,3.5
2017-12-03 18:00:00,2017333N06082,13.5,68.5,75.0,VSCS,3.625
2017-12-03 21:00:00,2017333N06082,13.9,68.5,75.0,VSCS,3.75
2017-12-04 00:00:00,2017333N06082,14.3,68.5,70.0,VSCS,3.875
2017-12-04 03:00:00,2017333N06082,14.5,68.5,65.0,VSCS,4.0
2017-12-04 06:00:00,2017333N06082,14.8,68.7,65.0,VSCS,4.125
2017-12-04 09:00:00,2017333N06082,15.1,69.0,65.0,VSCS,4.25
2017-12-04 12:00:00,2017333N06082,15.6,69.2,60.0,VSCS,4.375
2017-12-04 15:00:00,2017333N06082,16.1,69.5,60.0,VSCS,4.5
2017-12-04 18:00:00,2017333N06082,16.6,69.9,55.0,SCS,4.625
2017-12-04 21:00:00,2017333N06082,17.0,70.3,55.0,SCS,4.75
2017-12-05 00:00:00,2017333N06082,17.5,70.7,50.0,SCS,4.875
2017-12-05 03:00:00,2017333N06082,17.9,71.0,45.0,CS,5.0
2017-12-05 06:00:00,2017333N06082,18.2,71.2,40.0,CS,5.125
2017-12-05 09:00:00,2017333N06082,18.3,71.4,30.0,DD,5.25
2017-12-05 15:00:00,2017333N06082,18.8,71.6,25.0,D,5.5
2017-12-05 18:00:00,2017333N06082,19.2,71.9,20.0,D,5.625
2018-05-16 12:00:00,2018136N11054,13.1,50.5,25.0,D,0.0
2018-05-16 18:00:00,2018136N11054,13.2,49.7,30.0,D,0.25
2018-05-17 00:00:00,2018136N11054,13.2,49.2,30.0,DD,0.5
2018-05-17 03:00:00,2018136N11054,13.2,48.9,35.0,CS,0.625
2018-05-17 06:00:00,2018136N11054,13.1,48.7,35.0,CS,0.75
2018-05-17 09:00:00,2018136N11054,13.1,48.4,35.0,CS,0.875
2018-05-17 12:00:00,2018136N11054,13.0,48.1,40.0,CS,1.0
2018-05-17 15:00:00,2018136N11054,12.9,47.7,40.0,CS,1.125
2018-05-17 18:00:00,2018136N11054,12.6,47.3,40.0,CS,1.25
2018-05-17 21:00:00,2018136N11054,12.4,46.9,40.0,CS,1.375
2018-05-18 00:00:00,2018136N11054,12.2,46.5,45.0,CS,1.5
2018-05-18 03:00:00,2018136N11054,12.0,46.2,45.0,CS,1.625
2018-05-18 06:00:00,2018136N11054,11.9,46.0,45.0,CS,1.75
2018-05-18 09:00:00,2018136N11054,11.7,45.6,45.0,CS,1.875
2018-05-18 12:00:00,2018136N11054,11.5,45.5,45.0,CS,2.0
2018-05-18 15:00:00,2018136N11054,11.4,45.3,45.0,CS,2.125
2018-05-18 18:00:00,2018136N11054,11.3,45.1,45.0,CS,2.25
2018-05-18 21:00:00,2018136N11054,11.1,45.0,45.0,CS,2.375
2018-05-19 00:00:00,2018136N11054,11.0,44.8,45.0,CS,2.5
2018-05-19 03:00:00,2018136N11054,10.8,44.5,45.0,CS,2.625
2018-05-19 06:00:00,2018136N11054,10.7,44.2,40.0,CS,2.75
2018-05-19 09:00:00,2018136N11054,10.5,44.0,40.0,CS,2.875
2018-05-19 12:00:00,2018136N11054,10.4,43.8,35.0,CS,3.0
2018-05-19 18:00:00,2018136N11054,10.1,43.4,30.0,DD,3.25
2018-05-20 00:00:00,2018136N11054,10.0,42.9,25.0,D,3.5
2018-05-21 12:00:00,2018136N11054,8.4,58.4,25.0,D,5.0
2018-05-21 18:00:00,2018136N11054,8.7,57.9,25.0,D,5.25
2018-05-22 00:00:00,2018136N11054,9.1,57.5,25.0,D,5.5
2018-05-22 03:00:00,2018136N11054,9.3,57.3,30.0,DD,5.625
2018-05-22 06:00:00,2018136N11054,9.6,57.1,30.0,DD,5.75
2018-05-22 12:00:00,2018136N11054,10.2,56.8,35.0,CS,6.0
2018-05-22 15:00:00,2018136N11054,10.5,56.6,35.0,CS,6.125
2018-05-22 18:00:00,2018136N11054,10.7,56.4,40.0,CS,6.25
2018-05-22 21:00:00,2018136N11054,10.8,56.2,40.0,CS,6.375
2018-05-23 00:00:00,2018136N11054,11.0,56.1,45.0,CS,6.5
2018-05-23 03:00:00,2018136N11054,11.2,56.0,55.0,SCS,6.625
2018-05-23 06:00:00,2018136N11054,11.4,56.1,60.0,SCS,6.75
2018-05-23 09:00:00,2018136N11054,11.7,56.0,65.0,VSCS,6.875
2018-05-23 12:00:00,2018136N11054,12.0,56.0,65.0,VSCS,7.0
2018-05-23 15:00:00,2018136N11054,12.3,55.9,70.0,VSCS,7.125
2018-05-23 18:00:00,2018136N11054,12.5,55.8,70.0,VSCS,7.25
2018-05-23 21:00:00,2018136N11054,12.8,55.7,70.0,VSCS,7.375
2018-05-24 00:00:00,2018136N11054,13.0,55.7,70.0,VSCS,7.5
2018-05-24 03:00:00,2018136N11054,13.3,55.5,75.0,VSCS,7.625
2018-05-24 06:00:00,2018136N11054,13.7,55.5,80.0,VSCS,7.75
2018-05-24 09:00:00,2018136N11054,14.0,55.4,80.0,VSCS,7.875
2018-05-24 12:00:00,2018136N11054,14.3,55.3,80.0,VSCS,8.0
2018-05-24 15:00:00,2018136N11054,14.6,55.2,80.0,VSCS,8.125
2018-05-24 18:00:00,2018136N11054,14.9,54.9,80.0,VSCS,8.25
2018-05-24 21:00:00,2018136N11054,15.1,54.7,80.0,VSCS,8.375
2018-05-25 00:00:00,2018136N11054,15.2,54.6,85.0,VSCS,8.5
2018-05-25 03:00:00,2018136N11054,15.4,54.6,90.0,ESCS,8.625
2018-05-25 06:00:00,2018136N11054,15.8,54.5,90.0,ESCS,8.75
2018-05-25 09:00:00,2018136N11054,16.1,54.4,90.0,ESCS,8.875
2018-05-25 12:00:00,2018136N11054,16.3,54.3,95.0,ESCS,9.0
2018-05-25 15:00:00,2018136N11054,16.5,54.1,95.0,ESCS,9.125
2018-05-25 18:00:00,2018136N11054,16.7,53.9,95.0,ESCS,9.25
2018-05-25 21:00:00,2018136N11054,17.0,53.6,90.0,ESCS,9.375
2018-05-26 00:00:00,2018136N11054,17.2,53.5,75.0,VSCS,9.5
2018-05-26 03:00:00,2018136N11054,17.5,53.4,60.0,SCS,9.625
2018-05-26 06:00:00,2018136N11054,17.8,53.3,50.0,SCS,9.75
2018-05-26 09:00:00,2018136N11054,18.2,53.2,45.0,CS,9.875
2018-05-26 12:00:00,2018136N11054,18.5,53.1,40.0,CS,10.0
2018-05-26 15:00:00,2018136N11054,18.6,52.9,35.0,CS,10.125
2018-05-26 18:00:00,2018136N11054,18.8,52.7,30.0,DD,10.25
2018-05-27 00:00:00,2018136N11054,19.0,52.4,25.0,D,10.5
2018-10-06 09:00:00,2018279N11069,11.0,66.9,25.0,D,0.0
2018-10-06 12:00:00,2018279N11069,11.1,66.8,25.0,D,0.125
2018-10-06 18:00:00,2018279N11069,11.4,66.4,25.0,D,0.375
2018-10-07 00:00:00,2018279N11069,11.5,66.0,25.0,D,0.625
2018-10-07 03:00:00,2018279N11069,11.7,65.7,25.0,D,0.75
2018-10-07 06:00:00,2018279N11069,11.8,65.3,25.0,D,0.875
2018-10-07 09:00:00,2018279N11069,11.8,64.8,30.0,DD,1.0
2018-10-07 12:00:00,2018279N11069,12.0,64.3,30.0,DD,1.125
2018-10-07 18:00:00,2018279N11069,12.0,63.5,30.0,DD,1.375
2018-10-08 00:00:00,2018279N11069,12.1,62.5,35.0,CS,1.625
2018-10-08 03:00:00,2018279N11069,12.1,62.1,40.0,CS,1.75
2018-10-08 06:00:00,2018279N11069,12.2,61.9,40.0,CS,1.875
2018-10-08 09:00:00,2018279N11069,12.3,61.6,45.0,CS,2.0
2018-10-08 12:00:00,2018279N11069,12.4,61.3,45.0,CS,2.125
2018-10-08 15:00:00,2018279N11069,12.5,61.1,45.0,CS,2.25
2018-10-08 18:00:00,2018279N11069,12.6,60.9,45.0,CS,2.375
2018-10-08 21:00:00,2018279N11069,12.7,60.6,45.0,CS,2.5
2018-10-09 00:00:00,2018279N11069,12.8,60.5,45.0,CS,2.625
2018-10-09 03:00:00,2018279N11069,12.9,60.4,45.0,CS,2.75
2018-10-09 06:00:00,2018279N11069,13.0,60.4,45.0,CS,2.875
2018-10-09 09:00:00,2018279N11069,13.1,60.3,50.0,SCS,3.0
2018-10-09 12:00:00,2018279N11069,13.2,60.1,55.0,SCS,3.125
2018-10-09 15:00:00,2018279N11069,13.4,59.8,55.0,SCS,3.25
2018-10-09 18:00:00,2018279N11069,13.6,59.6,55.0,SCS,3.375
2018-10-09 21:00:00,2018279N11069,13.7,59.3,60.0,SCS,3.5
2018-10-10 00:00:00,2018279N11069,14.0,59.2,65.0,VSCS,3.625
2018-10-10 03:00:00,2018279N11069,14.1,59.1,65.0,VSCS,3.75
2018-10-10 06:00:00,2018279N11069,14.2,59.0,75.0,VSCS,3.875
2018-10-10 09:00:00,2018279N11069,14.4,58.7,75.0,VSCS,4.0
2018-10-10 12:00:00,2018279N11069,14.4,58.6,75.0,VSCS,4.125
2018-10-10 15:00:00,2018279N11069,14.5,58.5,75.0,VSCS,4.25
2018-10-10 18:00:00,2018279N11069,14.5,58.4,75.0,VSCS,4.375
2018-10-10 21:00:00,2018279N11069,14.5,58.4,75.0,VSCS,4.5
2018-10-11 00:00:00,2018279N11069,14.6,58.2,75.0,VSCS,4.625
2018-10-11 03:00:00,2018279N11069,14.4,58.0,70.0,VSCS,4.75
2018-10-11 06:00:00,2018279N11069,14.5,57.9,70.0,VSCS,4.875
2018-10-11 09:00:00,2018279N11069,14.5,57.9,70.0,VSCS,5.0
2018-10-11 12:00:00,2018279N11069,14.5,57.8,70.0,VSCS,5.125
2018-10-11 15:00:00,2018279N11069,14.5,57.8,70.0,VSCS,5.25
2018-10-11 18:00:00,2018279N11069,14.6,57.7,70.0,VSCS,5.375
2018-10-11 21:00:00,2018279N11069,14.7,57.7,65.0,VSCS,5.5
2018-10-12 00:00:00,2018279N11069,14.7,57.6,60.0,VSCS,5.625
2018-10-12 03:00:00,2018279N11069,14.6,57.5,55.0,SCS,5.75
2018-10-12 06:00:00,2018279N11069,14.7,57.4,50.0,SCS,5.875
2018-10-12 09:00:00,2018279N11069,14.6,57.2,50.0,SCS,6.0
2018-10-12 12:00:00,2018279N11069,14.7,57.0,50.0,SCS,6.125
2018-10-12 15:00:00,2018279N11069,14.7,56.8,50.0,SCS,6.25
2018-10-12 18:00:00,2018279N11069,14.8,56.5,45.0,CS,6.375
2018-10-12 21:00:00,2018279N11069,14.8,56.2,45.0,CS,6.5
2018-10-13 00:00:00,2018279N11069,14.8,55.9,45.0,CS,6.625
2018-10-13 03:00:00,2018279N11069,14.8,55.6,40.0,CS,6.75
2018-10-13 06:00:00,2018279N11069,14.9,55.3,40.0,CS,6.875
2018-10-13 09:00:00,2018279N11069,14.9,54.9,40.0,CS,7.0
2018-10-13 12:00:00,2018279N11069,14.9,54.5,40.0,CS,7.125
2018-10-13 15:00:00,2018279N11069,14.9,54.1,40.0,CS,7.25
2018-10-13 18:00:00,2018279N11069,15.1,53.7,40.0,CS,7.375
2018-10-13 21:00:00,2018279N11069,15.2,53.3,40.0,CS,7.5
2018-10-14 00:00:00,2018279N11069,15.4,52.8,40.0,CS,7.625
2018-10-14 03:00:00,2018279N11069,15.6,52.5,40.0,CS,7.75
2018-10-14 06:00:00,2018279N11069,15.9,52.2,35.0,CS,7.875
2018-10-14 09:00:00,2018279N11069,15.9,51.8,30.0,DD,8.0
2018-10-14 12:00:00,2018279N11069,16.0,51.4,30.0,DD,8.125
2018-10-14 18:00:00,2018279N11069,16.3,50.8,25.0,D,8.375
2018-10-15 00:00:00,2018279N11069,16.2,49.0,25.0,D,8.625
2019-06-10 00:00:00,2019160N11073,12.0,71.0,25.0,D,0.0
2019-06-10 03:00:00,2019160N11073,12.4,70.9,25.0,D,0.125
2019-06-10 06:00:00,2019160N11073,12.6,70.8,30.0,DD,0.25
2019-06-10 12:00:00,2019160N11073,13.3,70.7,30.0,DD,0.5
2019-06-10 18:00:00,2019160N11073,13.9,70.6,35.0,CS,0.75
2019-06-10 21:00:00,2019160N11073,14.2,70.6,35.0,CS,0.875
2019-06-11 00:00:00,2019160N11073,14.6,70.7,40.0,CS,1.0
2019-06-11 03:00:00,2019160N11073,14.9,70.7,40.0,CS,1.125
2019-06-11 06:00:00,2019160N11073,15.2,70.8,45.0,CS,1.25
2019-06-11 09:00:00,2019160N11073,15.6,70.8,45.0,CS,1.375
2019-06-11 12:00:00,2019160N11073,16.1,70.8,55.0,SCS,1.5
2019-06-11 15:00:00,2019160N11073,16.6,70.7,60.0,SCS,1.625
2019-06-11 18:00:00,2019160N11073,17.0,70.6,65.0,VSCS,1.75
2019-06-11 21:00:00,2019160N11073,17.4,70.5,70.0,VSCS,1.875
2019-06-12 00:00:00,2019160N11073,17.7,70.3,75.0,VSCS,2.0
2019-06-12 03:00:00,2019160N11073,18.0,70.2,75.0,VSCS,2.125
2019-06-12 06:00:00,2019160N11073,18.4,70.0,75.0,VSCS,2.25
2019-06-12 09:00:00,2019160N11073,18.8,69.9,80.0,VSCS,2.375
2019-06-12 12:00:00,2019160N11073,19.1,69.9,80.0,VSCS,2.5
2019-06-12 15:00:00,2019160N11073,19.4,69.8,80.0,VSCS,2.625
2019-06-12 18:00:00,2019160N11073,19.7,69.7,80.0,VSCS,2.75
2019-06-12 21:00:00,2019160N11073,19.9,69.6,80.0,VSCS,2.875
2019-06-13 00:00:00,2019160N11073,20.1,69.6,80.0,VSCS,3.0
2019-06-13 03:00:00,2019160N11073,20.3,69.5,80.0,VSCS,3.125
2019-06-13 06:00:00,2019160N11073,20.5,69.4,80.0,VSCS,3.25
2019-06-13 09:00:00,2019160N11073,20.7,69.2,80.0,VSCS,3.375
2019-06-13 12:00:00,2019160N11073,20.8,69.1,80.0,VSCS,3.5
2019-06-13 15:00:00,2019160N11073,20.9,68.9,80.0,VSCS,3.625
2019-06-13 18:00:00,2019160N11073,20.9,68.9,80.0,VSCS,3.75
2019-06-13 21:00:00,2019160N11073,20.9,68.7,80.0,VSCS,3.875
2019-06-14 00:00:00,2019160N11073,21.0,68.6,80.0,VSCS,4.0
2019-06-14 03:00:00,2019160N11073,21.0,68.4,75.0,VSCS,4.125
2019-06-14 06:00:00,2019160N11073,21.0,68.4,75.0,VSCS,4.25
2019-06-14 09:00:00,2019160N11073,20.9,68.3,75.0,VSCS,4.375
2019-06-14 12:00:00,2019160N11073,20.8,68.2,70.0,VSCS,4.5
2019-06-14 15:00:00,2019160N11073,20.8,68.1,70.0,VSCS,4.625
2019-06-14 18:00:00,2019160N11073,20.8,67.9,65.0,VSCS,4.75
2019-06-14 21:00:00,2019160N11073,20.7,67.7,65.0,VSCS,4.875
2019-06-15 00:00:00,2019160N11073,20.7,67.5,65.0,VSCS,5.0
2019-06-15 03:00:00,2019160N11073,20.6,67.3,65.0,VSCS,5.125
2019-06-15 06:00:00,2019160N11073,20.6,66.9,65.0,VSCS,5.25
2019-06-15 09:00:00,2019160N11073,20.6,66.7,65.0,VSCS,5.375
2019-06-15 12:00:00,2019160N11073,20.7,66.4,65.0,VSCS,5.5
2019-06-15 15:00:00,2019160N11073,20.7,66.2,65.0,VSCS,5.625
2019-06-15 18:00:00,2019160N11073,20.7,66.0,65.0,VSCS,5.75
2019-06-15 21:00:00,2019160N11073,20.7,65.8,65.0,VSCS,5.875
2019-06-16 00:00:00,2019160N11073,20.8,65.5,60.0,SCS,6.0
2019-06-16 03:00:00,2019160N11073,20.8,65.2,55.0,SCS,6.125
2019-06-16 06:00:00,2019160N11073,20.8,65.1,55.0,SCS,6.25
2019-06-16 09:00:00,2019160N11073,20.7,65.1,55.0,SCS,6.375
2019-06-16 12:00:00,2019160N11073,20.8,65.2,50.0,SCS,6.5
2019-06-16 15:00:00,2019160N11073,20.8,65.6,45.0,CS,6.625
2019-06-16 18:00:00,2019160N11073,21.1,66.1,40.0,CS,6.75
2019-06-16 21:00:00,2019160N11073,21.4,66.4,40.0,CS,6.875
2019-06-17 00:00:00,2019160N11073,21.7,66.6,35.0,CS,7.0
2019-06-17 03:00:00,2019160N11073,21.8,66.8,30.0,DD,7.125
2019-06-17 06:00:00,2019160N11073,21.9,67.0,30.0,DD,7.25
2019-06-17 09:00:00,2019160N11073,22.2,67.4,25.0,D,7.375
2019-06-17 12:00:00,2019160N11073,22.5,67.9,20.0,D,7.5
2019-09-22 03:00:00,2019264N19071,19.8,69.2,25.0,D,0.0
2019-09-22 06:00:00,2019264N19071,20.0,68.9,25.0,D,0.125
2019-09-22 12:00:00,2019264N19071,20.4,68.1,30.0,DD,0.375
2019-09-22 18:00:00,2019264N19071,20.4,67.1,30.0,DD,0.625
2019-09-23 00:00:00,2019264N19071,20.4,66.1,35.0,CS,0.875
2019-09-23 03:00:00,2019264N19071,20.3,65.5,40.0,CS,1.0
2019-09-23 06:00:00,2019264N19071,20.3,64.9,45.0,CS,1.125
2019-09-23 09:00:00,2019264N19071,20.2,64.1,55.0,SCS,1.25
2019-09-23 12:00:00,2019264N19071,20.2,63.6,55.0,SCS,1.375
2019-09-23 15:00:00,2019264N19071,20.2,62.9,55.0,SCS,1.5
2019-09-23 18:00:00,2019264N19071,20.2,62.3,60.0,SCS,1.625
2019-09-23 21:00:00,2019264N19071,20.2,61.6,60.0,SCS,1.75
2019-09-24 00:00:00,2019264N19071,20.1,61.0,70.0,VSCS,1.875
2019-09-24 03:00:00,2019264N19071,20.1,60.3,75.0,VSCS,2.0
2019-09-24 06:00:00,2019264N19071,20.0,59.6,75.0,VSCS,2.125
2019-09-24 09:00:00,2019264N19071,19.9,58.9,75.0,VSCS,2.25
2019-09-24 12:00:00,2019264N19071,19.8,58.3,75.0,VSCS,2.375
2019-09-24 15:00:00,2019264N19071,19.7,57.6,60.0,SCS,2.5
2019-09-24 18:00:00,2019264N19071,19.7,57.1,55.0,SCS,2.625
2019-09-24 21:00:00,2019264N19071,19.6,56.5,45.0,CS,2.75
2019-09-25 00:00:00,2019264N19071,19.6,56.0,35.0,CS,2.875
2019-09-25 03:00:00,2019264N19071,19.4,55.5,30.0,DD,3.0
2019-09-25 06:00:00,2019264N19071,19.2,55.0,25.0,D,3.125
2019-10-24 03:00:00,2019296N15066,15.3,70.6,25.0,D,0.0
2019-10-24 06:00:00,2019296N15066,15.2,70.7,25.0,D,0.125
2019-10-24 12:00:00,2019296N15066,15.5,71.0,30.0,DD,0.375
2019-10-24 18:00:00,2019296N15066,15.6,71.3,30.0,DD,0.625
2019-10-25 00:00:00,2019296N15066,15.8,71.6,40.0,CS,0.875
2019-10-25 03:00:00,2019296N15066,15.9,71.7,40.0,CS,1.0
2019-10-25 06:00:00,2019296N15066,16.0,71.8,45.0,CS,1.125
2019-10-25 09:00:00,2019296N15066,16.1,71.8,45.0,CS,1.25
2019-10-25 12:00:00,2019296N15066,16.3,71.8,50.0,SCS,1.375
2019-10-25 15:00:00,2019296N15066,16.3,71.7,55.0,SCS,1.5
2019-10-25 18:00:00,2019296N15066,16.5,71.5,55.0,SCS,1.625
2019-10-25 21:00:00,2019296N15066,16.5,71.1,60.0,SCS,1.75
2019-10-26 00:00:00,2019296N15066,16.6,70.8,65.0,VSCS,1.875
2019-10-26 03:00:00,2019296N15066,16.6,70.4,65.0,VSCS,2.0
2019-10-26 06:00:00,2019296N15066,16.6,70.0,75.0,VSCS,2.125
2019-10-26 09:00:00,2019296N15066,16.6,69.7,80.0,VSCS,2.25
2019-10-26 12:00:00,2019296N15066,16.7,69.4,85.0,VSCS,2.375
2019-10-26 15:00:00,2019296N15066,16.7,69.1,90.0,ESCS,2.5
2019-10-26 18:00:00,2019296N15066,16.8,68.9,105.0,ESCS,2.625
2019-10-26 21:00:00,2019296N15066,16.9,68.5,110.0,ESCS,2.75
2019-10-27 00:00:00,2019296N15066,17.0,68.2,120.0,SuCS,2.875
2019-10-27 03:00:00,2019296N15066,17.1,67.8,125.0,SuCS,3.0
2019-10-27 06:00:00,2019296N15066,17.3,67.4,125.0,SuCS,3.125
2019-10-27 09:00:00,2019296N15066,17.4,67.1,130.0,SuCS,3.25
2019-10-27 12:00:00,2019296N15066,17.5,66.8,130.0,SuCS,3.375
2019-10-27 15:00:00,2019296N15066,17.6,66.5,130.0,SuCS,3.5
2019-10-27 18:00:00,2019296N15066,17.8,66.3,130.0,SuCS,3.625
2019-10-27 21:00:00,2019296N15066,18.0,65.8,125.0,SuCS,3.75
2019-10-28 00:00:00,2019296N15066,18.2,65.5,125.0,SuCS,3.875
2019-10-28 03:00:00,2019296N15066,18.2,65.1,125.0,SuCS,4.0
2019-10-28 06:00:00,2019296N15066,18.3,64.8,125.0,SuCS,4.125
2019-10-28 09:00:00,2019296N15066,18.4,64.5,125.0,SuCS,4.25
2019-10-28 12:00:00,2019296N15066,18.5,64.4,125.0,SuCS,4.375
2019-10-28 15:00:00,2019296N15066,18.7,64.1,125.0,SuCS,4.5
2019-10-28 18:00:00,2019296N15066,18.8,64.0,125.0,SuCS,4.625
2019-10-28 21:00:00,2019296N15066,18.9,63.8,125.0,SuCS,4.75
2019-10-29 00:00:00,2019296N15066,19.1,63.6,120.0,SuCS,4.875
2019-10-29 03:00:00,2019296N15066,19.2,63.4,115.0,ESCS,5.0
2019-10-29 06:00:00,2019296N15066,19.4,63.3,110.0,ESCS,5.125
2019-10-29 09:00:00,2019296N15066,19.5,63.1,105.0,ESCS,5.25
2019-10-29 12:00:00,2019296N15066,19.6,63.1,100.0,ESCS,5.375
2019-10-29 15:00:00,2019296N15066,19.6,62.9,100.0,ESCS,5.5
2019-10-29 18:00:00,2019296N15066,19.6,62.8,95.0,ESCS,5.625
2019-10-29 21:00:00,2019296N15066,19.6,62.5,90.0,ESCS,5.75
2019-10-30 00:00:00,2019296N15066,19.6,62.3,85.0,VSCS,5.875
2019-10-30 03:00:00,2019296N15066,19.5,62.1,80.0,VSCS,6.0
2019-10-30 06:00:00,2019296N15066,19.3,61.8,75.0,VSCS,6.125
2019-10-30 09:00:00,2019296N15066,19.2,61.6,70.0,VSCS,6.25
2019-10-30 12:00:00,2019296N15066,18.9,61.4,65.0,VSCS,6.375
2019-10-30 15:00:00,2019296N15066,18.9,61.1,60.0,SCS,6.5
2019-10-30 18:00:00,2019296N15066,18.7,60.8,55.0,SCS,6.625
2019-10-30 21:00:00,2019296N15066,18.5,60.5,55.0,SCS,6.75
2019-10-31 00:00:00,2019296N15066,18.3,60.4,50.0,SCS,6.875
2019-10-31 03:00:00,2019296N15066,18.0,60.1,45.0,CS,7.0
2019-10-31 06:00:00,2019296N15066,17.7,60.0,40.0,CS,7.125
2019-10-31 09:00:00,2019296N15066,17.5,59.9,40.0,CS,7.25
2019-10-31 12:00:00,2019296N15066,17.4,59.9,35.0,CS,7.375
2019-10-31 15:00:00,2019296N15066,17.2,59.7,30.0,DD,7.5
2019-10-31 18:00:00,2019296N15066,16.9,59.6,30.0,DD,7.625
2019-10-31 21:00:00,2019296N15066,16.7,59.5,30.0,DD,7.75
2019-11-01 00:00:00,2019296N15066,16.5,59.3,25.0,D,7.875
2019-11-01 03:00:00,2019296N15066,16.2,59.0,25.0,D,8.0
2019-11-01 06:00:00,2019296N15066,16.0,58.6,25.0,D,8.125
2019-11-01 09:00:00,2019296N15066,15.7,58.2,25.0,D,8.25
2019-11-01 12:00:00,2019296N15066,15.4,57.6,25.0,D,8.375
2019-11-01 15:00:00,2019296N15066,14.9,57.4,25.0,D,8.5
2019-11-01 18:00:00,2019296N15066,14.4,57.1,25.0,D,8.625
2019-11-01 21:00:00,2019296N15066,14.0,56.6,25.0,D,8.75
2019-11-02 00:00:00,2019296N15066,13.8,56.1,25.0,D,8.875
2019-11-02 03:00:00,2019296N15066,13.6,55.2,25.0,D,9.0
2019-11-02 06:00:00,2019296N15066,13.3,54.3,25.0,D,9.125
2019-11-02 09:00:00,2019296N15066,12.9,53.8,25.0,D,9.25
2019-11-02 12:00:00,2019296N15066,12.6,53.0,20.0,D,9.375
2019-10-30 00:00:00,2019301N05081,7.4,75.7,25.0,D,0.0
2019-10-30 03:00:00,2019301N05081,8.0,75.1,25.0,D,0.125
2019-10-30 06:00:00,2019301N05081,8.3,74.9,25.0,D,0.25
2019-10-30 09:00:00,2019301N05081,8.7,74.5,30.0,DD,0.375
2019-10-30 12:00:00,2019301N05081,9.3,74.1,35.0,CS,0.5
2019-10-30 15:00:00,2019301N05081,9.8,73.8,40.0,CS,0.625
2019-10-30 18:00:00,2019301N05081,10.3,73.4,40.0,CS,0.75
2019-10-30 21:00:00,2019301N05081,10.7,73.3,40.0,CS,0.875
2019-10-31 00:00:00,2019301N05081,11.1,73.3,45.0,CS,1.0
2019-10-31 03:00:00,2019301N05081,11.6,73.1,45.0,CS,1.125
2019-10-31 06:00:00,2019301N05081,12.0,73.1,50.0,SCS,1.25
2019-10-31 09:00:00,2019301N05081,12.5,73.1,50.0,SCS,1.375
2019-10-31 12:00:00,2019301N05081,13.0,72.9,50.0,SCS,1.5
2019-10-31 15:00:00,2019301N05081,13.5,72.6,55.0,SCS,1.625
2019-10-31 18:00:00,2019301N05081,13.9,72.3,55.0,SCS,1.75
2019-10-31 21:00:00,2019301N05081,14.1,72.0,55.0,SCS,1.875
2019-11-01 00:00:00,2019301N05081,14.6,71.6,55.0,SCS,2.0
2019-11-01 03:00:00,2019301N05081,14.8,70.9,55.0,SCS,2.125
2019-11-01 06:00:00,2019301N05081,15.2,70.4,55.0,SCS,2.25
2019-11-01 09:00:00,2019301N05081,15.3,70.0,55.0,SCS,2.375
2019-11-01 12:00:00,2019301N05081,15.5,69.7,50.0,SCS,2.5
2019-11-01 15:00:00,2019301N05081,15.7,69.4,50.0,SCS,2.625
2019-11-01 18:00:00,2019301N05081,15.9,69.1,50.0,SCS,2.75
2019-11-01 21:00:00,2019301N05081,16.0,68.9,50.0,SCS,2.875
2019-11-02 00:00:00,2019301N05081,16.2,68.6,50.0,SCS,3.0
2019-11-02 03:00:00,2019301N05081,16.3,68.4,50.0,SCS,3.125
2019-11-02 06:00:00,2019301N05081,16.6,68.2,50.0,SCS,3.25
2019-11-02 09:00:00,2019301N05081,16.8,67.9,50.0,SCS,3.375
