YYYYMMDDHH,LatN/S,LonE/W,VMAX,MSLP,TY,CY_Serial
2020-06-03 12:00:00,191N, 737E, 70, 979,TY,202002
2020-06-03 12:00:00,191N, 737E, 70, 979,TY,202002
2020-06-03 12:00:00,191N, 737E, 70, 979,TY,202002
2020-11-21 00:00:00,113N, 606E, 25,1004,TD,202003
2020-11-21 06:00:00,113N, 588E, 35,1002,TS,202003
2020-11-21 12:00:00,113N, 571E, 30,1003,TD,202003
2020-11-21 18:00:00,108N, 554E, 35,1005,TS,202003
2020-11-22 00:00:00,106N, 538E, 60, 992,TS,202003
2020-11-22 00:00:00,106N, 538E, 60, 992,TS,202003
2020-11-22 06:00:00,104N, 525E,100, 967,TY,202003
2020-11-22 06:00:00,104N, 525E,100, 967,TY,202003
2020-11-22 06:00:00,104N, 525E,100, 967,TY,202003
2020-11-22 12:00:00,104N, 515E, 90, 974,TY,202003
2020-11-22 12:00:00,104N, 515E, 90, 974,TY,202003
2020-11-22 12:00:00,104N, 515E, 90, 974,TY,202003
2020-11-22 18:00:00,104N, 506E, 65, 992,TY,202003
2020-11-22 18:00:00,104N, 506E, 65, 992,TY,202003
2020-11-23 00:00:00,108N, 499E, 50,1000,TS,202003
2020-11-23 06:00:00,113N, 493E, 40,1005,TS,202003
2020-11-23 12:00:00,116N, 486E, 35,1005,TS,202003
2020-11-23 18:00:00,119N, 475E, 30,1007,TD,202003
2020-11-24 00:00:00,114N, 467E, 25,1009,TD,202003
2020-11-24 06:00:00,109N, 465E, 25,1011,TD,202003
2021-05-13 12:00:00,102N, 713E, 25,1004,TD,202101
2021-05-14 00:00:00,109N, 718E, 30, 997,TD,202101
2021-05-14 06:00:00,113N, 721E, 35, 998,TS,202101
2021-05-14 12:00:00,118N, 725E, 40, 996,TS,202101
2021-05-15 00:00:00,129N, 732E, 50, 989,TS,202101
2021-05-15 00:00:00,129N, 732E, 50, 989,TS,202101
2021-05-15 06:00:00,134N, 734E, 55,1002,TS,202101
2021-05-15 06:00:00,134N, 734E, 55,1002,TS,202101
2021-05-15 12:00:00,139N, 732E, 65, 975,TY,202101
2021-05-15 12:00:00,139N, 732E, 65, 975,TY,202101
2021-05-15 12:00:00,139N, 732E, 65, 975,TY,202101
2021-05-15 18:00:00,144N, 730E, 70, 975,TY,202101
2021-05-15 18:00:00,144N, 730E, 70, 975,TY,202101
2021-05-15 18:00:00,144N, 730E, 70, 975,TY,202101
2021-05-16 00:00:00,150N, 728E, 80, 965,TY,202101
2021-05-16 00:00:00,150N, 728E, 80, 965,TY,202101
2021-05-16 00:00:00,150N, 728E, 80, 965,TY,202101
2021-05-16 06:00:00,159N, 729E, 90, 962,TY,202101
2021-05-16 06:00:00,159N, 729E, 90, 962,TY,202101
2021-05-16 06:00:00,159N, 729E, 90, 962,TY,202101
2021-05-16 12:00:00,168N, 725E,100, 952,TY,202101
2021-05-16 12:00:00,168N, 725E,100, 952,TY,202101
2021-05-16 12:00:00,168N, 725E,100, 952,TY,202101
2021-05-16 18:00:00,178N, 720E,115, 942,TY,202101
2021-05-16 18:00:00,178N, 720E,115, 942,TY,202101
2021-05-16 18:00:00,178N, 720E,115, 942,TY,202101
2021-05-17 00:00:00,183N, 718E,120, 931,TY,202101
2021-05-17 00:00:00,183N, 718E,120, 931,TY,202101
2021-05-17 00:00:00,183N, 718E,120, 931,TY,202101
2021-05-17 06:00:00,193N, 716E,120, 934,TY,202101
2021-05-17 06:00:00,193N, 716E,120, 934,TY,202101
2021-05-17 06:00:00,193N, 716E,120, 934,TY,202101
2021-05-17 12:00:00,200N, 714E,100, 949,TY,202101
2021-05-17 12:00:00,200N, 714E,100, 949,TY,202101
2021-05-17 12:00:00,200N, 714E,100, 949,TY,202101
2021-05-17 15:00:00,205N, 713E,115, 936,TY,202101
2021-05-17 15:00:00,205N, 713E,115, 936,TY,202101
2021-05-17 15:00:00,205N, 713E,115, 936,TY,202101
2021-05-17 18:00:00,209N, 713E,110, 942,TY,202101
2021-05-17 18:00:00,209N, 713E,110, 942,TY,202101
2021-05-17 18:00:00,209N, 713E,110, 942,TY,202101
2021-05-18 00:00:00,214N, 712E, 90, 959,TY,202101
2021-05-18 00:00:00,214N, 712E, 90, 959,TY,202101
2021-05-18 00:00:00,214N, 712E, 90, 959,TY,202101
2022-08-12 00:00:00,218N, 666E, 30, 989,TD,202203
2022-08-12 06:00:00,216N, 661E, 35, 991,TS,202203
2022-08-12 12:00:00,220N, 652E, 40, 986,TS,202203
2022-08-12 18:00:00,223N, 647E, 40, 987,TS,202203
2022-08-13 00:00:00,220N, 639E, 35, 987,TS,202203
2022-08-13 06:00:00,215N, 636E, 30, 994,TD,202203
2022-08-13 12:00:00,216N, 647E, 30, 991,TD,202203
2022-08-13 18:00:00,222N, 661E, 25, 995,TD,202203
2022-12-13 00:00:00,126N, 731E, 25,1008,TD,202207
2022-12-13 06:00:00,128N, 726E, 30,1000,TD,202207
2022-12-13 12:00:00,130N, 721E, 35, 996,TS,202207
2022-12-13 18:00:00,132N, 715E, 35,1003,TS,202207
2022-12-14 00:00:00,133N, 708E, 50, 994,TS,202207
2022-12-14 00:00:00,133N, 708E, 50, 994,TS,202207
2022-12-14 06:00:00,135N, 700E, 50, 999,TS,202207
2022-12-14 06:00:00,135N, 700E, 50, 999,TS,202207
2022-12-14 12:00:00,137N, 693E, 45, 999,TS,202207
2022-12-14 18:00:00,137N, 686E, 45,1001,TS,202207
2022-12-15 00:00:00,138N, 680E, 45,1000,TS,202207
2022-12-15 06:00:00,139N, 673E, 40,1003,TS,202207
2022-12-15 12:00:00,140N, 665E, 45, 997,TS,202207
2022-12-15 18:00:00,137N, 656E, 35,1003,TS,202207
2022-12-16 00:00:00,137N, 650E, 35,1003,TS,202207
2022-12-16 06:00:00,140N, 642E, 30,1006,TD,202207
2022-12-16 12:00:00,142N, 634E, 30,1002,TD,202207
2022-12-16 18:00:00,141N, 628E, 25,1004,TD,202207
2022-12-17 00:00:00,140N, 623E, 25,1005,TD,202207
2022-12-17 06:00:00,139N, 617E, 25,1005,TD,202207
2022-12-17 12:00:00,137N, 609E, 25,1005,TD,202207
2022-12-17 18:00:00,136N, 597E, 25,1008,TD,202207
2022-12-18 00:00:00,135N, 586E, 25,1004,TD,202207
2022-12-18 06:00:00,134N, 575E, 25,1004,TD,202207
2022-12-18 12:00:00,131N, 564E, 25,1010,TD,202207
2022-12-18 18:00:00,120N, 558E, 25,1010,TD,202207
2023-06-05 00:00:00,103N, 667E, 25,1004,TD,202302
2023-06-05 06:00:00,107N, 665E, 25,1004,TD,202302
2023-06-05 12:00:00,110N, 663E, 25, 995,TD,202302
2023-06-05 18:00:00,114N, 661E, 30, 994,TD,202302
2023-06-06 00:00:00,116N, 660E, 40, 993,TS,202302
2023-06-06 06:00:00,119N, 659E, 55, 992,TS,202302
2023-06-06 06:00:00,119N, 659E, 55, 992,TS,202302
2023-06-06 12:00:00,122N, 660E, 75, 982,TY,202302
2023-06-06 12:00:00,122N, 660E, 75, 982,TY,202302
2023-06-06 12:00:00,122N, 660E, 75, 982,TY,202302
2023-06-06 18:00:00,124N, 662E, 80, 979,TY,202302
2023-06-06 18:00:00,124N, 662E, 80, 979,TY,202302
2023-06-06 18:00:00,124N, 662E, 80, 979,TY,202302
2023-06-07 00:00:00,126N, 665E, 85, 976,TY,202302
2023-06-07 00:00:00,126N, 665E, 85, 976,TY,202302
2023-06-07 00:00:00,126N, 665E, 85, 976,TY,202302
2023-06-07 06:00:00,131N, 664E, 80, 973,TY,202302
2023-06-07 06:00:00,131N, 664E, 80, 973,TY,202302
2023-06-07 06:00:00,131N, 664E, 80, 973,TY,202302
2023-06-07 12:00:00,133N, 662E, 85, 970,TY,202302
2023-06-07 12:00:00,133N, 662E, 85, 970,TY,202302
2023-06-07 12:00:00,133N, 662E, 85, 970,TY,202302
2023-06-07 18:00:00,135N, 661E, 80, 973,TY,202302
2023-06-07 18:00:00,135N, 661E, 80, 973,TY,202302
2023-06-07 18:00:00,135N, 661E, 80, 973,TY,202302
2023-06-08 00:00:00,137N, 661E, 75, 974,TY,202302
2023-06-08 00:00:00,137N, 661E, 75, 974,TY,202302
2023-06-08 00:00:00,137N, 661E, 75, 974,TY,202302
2023-06-08 06:00:00,139N, 660E, 75, 976,TY,202302
2023-06-08 06:00:00,139N, 660E, 75, 976,TY,202302
2023-06-08 06:00:00,139N, 660E, 75, 976,TY,202302
2023-06-08 12:00:00,142N, 660E, 75, 976,TY,202302
2023-06-08 12:00:00,142N, 660E, 75, 976,TY,202302
2023-06-08 12:00:00,142N, 660E, 75, 976,TY,202302
2023-06-08 18:00:00,145N, 662E, 70, 979,TY,202302
2023-06-08 18:00:00,145N, 662E, 70, 979,TY,202302
2023-06-08 18:00:00,145N, 662E, 70, 979,TY,202302
2023-06-09 00:00:00,148N, 664E, 65, 983,TY,202302
2023-06-09 00:00:00,148N, 664E, 65, 983,TY,202302
2023-06-09 00:00:00,148N, 664E, 65, 983,TY,202302
2023-06-09 06:00:00,150N, 669E, 60, 986,TS,202302
2023-06-09 06:00:00,150N, 669E, 60, 986,TS,202302
2023-06-09 12:00:00,157N, 673E, 65, 984,TY,202302
2023-06-09 12:00:00,157N, 673E, 65, 984,TY,202302
2023-06-09 12:00:00,157N, 673E, 65, 984,TY,202302
2023-06-09 18:00:00,163N, 674E, 70, 976,TY,202302
2023-06-09 18:00:00,163N, 674E, 70, 976,TY,202302
2023-06-09 18:00:00,163N, 674E, 70, 976,TY,202302
2023-06-10 00:00:00,164N, 673E, 95, 958,TY,202302
2023-06-10 00:00:00,164N, 673E, 95, 958,TY,202302
2023-06-10 00:00:00,164N, 673E, 95, 958,TY,202302
2023-06-10 06:00:00,166N, 672E,100, 953,TY,202302
2023-06-10 06:00:00,166N, 672E,100, 953,TY,202302
2023-06-10 06:00:00,166N, 672E,100, 953,TY,202302
2023-06-10 09:00:00,169N, 673E,110, 944,TY,202302
2023-06-10 09:00:00,169N, 673E,110, 944,TY,202302
2023-06-10 09:00:00,169N, 673E,110, 944,TY,202302
2023-06-10 12:00:00,172N, 673E,105, 945,TY,202302
2023-06-10 12:00:00,172N, 673E,105, 945,TY,202302
2023-06-10 12:00:00,172N, 673E,105, 945,TY,202302
2023-06-10 18:00:00,176N, 674E,100, 951,TY,202302
2023-06-10 18:00:00,176N, 674E,100, 951,TY,202302
2023-06-10 18:00:00,176N, 674E,100, 951,TY,202302
2023-06-11 00:00:00,178N, 677E, 95, 950,TY,202302
2023-06-11 00:00:00,178N, 677E, 95, 950,TY,202302
2023-06-11 00:00:00,178N, 677E, 95, 950,TY,202302
2023-06-11 06:00:00,183N, 678E, 90, 953,TY,202302
2023-06-11 06:00:00,183N, 678E, 90, 953,TY,202302
2023-06-11 06:00:00,183N, 678E, 90, 953,TY,202302
2023-06-11 12:00:00,187N, 679E, 90, 954,TY,202302
2023-06-11 12:00:00,187N, 679E, 90, 954,TY,202302
2023-06-11 12:00:00,187N, 679E, 90, 954,TY,202302
2023-06-11 18:00:00,190N, 678E, 85, 956,TY,202302
2023-06-11 18:00:00,190N, 678E, 85, 956,TY,202302
2023-06-11 18:00:00,190N, 678E, 85, 956,TY,202302
2023-06-12 00:00:00,192N, 677E, 80, 959,TY,202302
2023-06-12 00:00:00,192N, 677E, 80, 959,TY,202302
2023-06-12 00:00:00,192N, 677E, 80, 959,TY,202302
2023-06-12 06:00:00,197N, 673E, 90, 955,TY,202302
2023-06-12 06:00:00,197N, 673E, 90, 955,TY,202302
2023-06-12 06:00:00,197N, 673E, 90, 955,TY,202302
2023-06-12 12:00:00,199N, 672E, 90, 955,TY,202302
2023-06-12 12:00:00,199N, 672E, 90, 955,TY,202302
2023-06-12 12:00:00,199N, 672E, 90, 955,TY,202302
2023-06-12 18:00:00,203N, 672E, 85, 959,TY,202302
2023-06-12 18:00:00,203N, 672E, 85, 959,TY,202302
2023-06-12 18:00:00,203N, 672E, 85, 959,TY,202302
2023-06-13 00:00:00,207N, 670E, 85, 961,TY,202302
2023-06-13 00:00:00,207N, 670E, 85, 961,TY,202302
2023-06-13 00:00:00,207N, 670E, 85, 961,TY,202302
2023-06-13 06:00:00,209N, 668E, 90, 954,TY,202302
2023-06-13 06:00:00,209N, 668E, 90, 954,TY,202302
2023-06-13 06:00:00,209N, 668E, 90, 954,TY,202302
2023-06-13 12:00:00,211N, 664E, 95, 945,TY,202302
2023-06-13 12:00:00,211N, 664E, 95, 945,TY,202302
2023-06-13 12:00:00,211N, 664E, 95, 945,TY,202302
2023-06-13 18:00:00,212N, 664E, 85, 955,TY,202302
2023-06-13 18:00:00,212N, 664E, 85, 955,TY,202302
2023-06-13 18:00:00,212N, 664E, 85, 955,TY,202302
2023-06-14 00:00:00,213N, 663E, 85, 955,TY,202302
2023-06-14 00:00:00,213N, 663E, 85, 955,TY,202302
2023-06-14 00:00:00,213N, 663E, 85, 955,TY,202302
2023-06-14 06:00:00,214N, 665E, 80, 960,TY,202302
2023-06-14 06:00:00,214N, 665E, 80, 960,TY,202302
2023-06-14 06:00:00,214N, 665E, 80, 960,TY,202302
2023-06-14 12:00:00,218N, 667E, 70, 964,TY,202302
2023-06-14 12:00:00,218N, 667E, 70, 964,TY,202302
2023-06-14 12:00:00,218N, 667E, 70, 964,TY,202302
2023-06-14 18:00:00,222N, 667E, 60, 974,TS,202302
2023-06-14 18:00:00,222N, 667E, 60, 974,TS,202302
2023-06-15 00:00:00,223N, 669E, 55, 976,TS,202302
2023-06-15 00:00:00,223N, 669E, 55, 976,TS,202302
2023-06-15 06:00:00,225N, 673E, 55, 975,TS,202302
2023-06-15 06:00:00,225N, 673E, 55, 975,TS,202302
2023-06-15 12:00:00,228N, 682E, 55, 976,TS,202302
2023-06-15 12:00:00,228N, 682E, 55, 976,TS,202302
2023-06-15 18:00:00,233N, 686E, 50, 980,TS,202302
2023-06-15 18:00:00,233N, 686E, 50, 980,TS,202302
2023-06-16 00:00:00,235N, 690E, 45, 983,TS,202302
2023-06-16 06:00:00,236N, 696E, 45, 982,TS,202302
2023-06-16 12:00:00,242N, 704E, 40, 985,TS,202302
2023-06-16 18:00:00,247N, 708E, 35, 987,TS,202302
2023-06-17 00:00:00,251N, 711E, 30, 991,TD,202302
2023-10-19 18:00:00, 99N, 623E, 25,1006,TD,202305
2023-10-20 00:00:00, 95N, 621E, 30,1006,TD,202305
2023-10-20 06:00:00, 93N, 616E, 30,1006,TD,202305
2023-10-20 12:00:00, 94N, 609E, 35,1003,TS,202305
2023-10-20 18:00:00, 97N, 598E, 40,1003,TS,202305
2023-10-21 00:00:00, 99N, 590E, 50, 997,TS,202305
2023-10-21 00:00:00, 99N, 590E, 50, 997,TS,202305
2023-10-21 06:00:00,102N, 581E, 55, 995,TS,202305
2023-10-21 06:00:00,102N, 581E, 55, 995,TS,202305
2023-10-21 12:00:00,107N, 574E, 70, 984,TY,202305
2023-10-21 12:00:00,107N, 574E, 70, 984,TY,202305
2023-10-21 12:00:00,107N, 574E, 70, 984,TY,202305
2023-10-21 18:00:00,114N, 565E,105, 958,TY,202305
2023-10-21 18:00:00,114N, 565E,105, 958,TY,202305
2023-10-21 18:00:00,114N, 565E,105, 958,TY,202305
2023-10-22 00:00:00,121N, 558E,105, 959,TY,202305
2023-10-22 00:00:00,121N, 558E,105, 959,TY,202305
2023-10-22 00:00:00,121N, 558E,105, 959,TY,202305
2023-10-22 06:00:00,127N, 550E,100, 962,TY,202305
2023-10-22 06:00:00,127N, 550E,100, 962,TY,202305
2023-10-22 06:00:00,127N, 550E,100, 962,TY,202305
2023-10-22 12:00:00,134N, 543E,100, 961,TY,202305
2023-10-22 12:00:00,134N, 543E,100, 961,TY,202305
2023-10-22 12:00:00,134N, 543E,100, 961,TY,202305
2023-10-22 18:00:00,139N, 538E,105, 960,TY,202305
2023-10-22 18:00:00,139N, 538E,105, 960,TY,202305
2023-10-22 18:00:00,139N, 538E,105, 960,TY,202305
2023-10-23 00:00:00,142N, 532E, 85, 976,TY,202305
2023-10-23 00:00:00,142N, 532E, 85, 976,TY,202305
2023-10-23 00:00:00,142N, 532E, 85, 976,TY,202305
2023-10-23 06:00:00,147N, 528E, 80, 980,TY,202305
2023-10-23 06:00:00,147N, 528E, 80, 980,TY,202305
2023-10-23 06:00:00,147N, 528E, 80, 980,TY,202305
2023-10-23 12:00:00,153N, 526E, 70, 982,TY,202305
2023-10-23 12:00:00,153N, 526E, 70, 982,TY,202305
2023-10-23 12:00:00,153N, 526E, 70, 982,TY,202305
2023-10-23 18:00:00,157N, 523E, 65, 986,TY,202305
2023-10-23 18:00:00,157N, 523E, 65, 986,TY,202305
2023-10-23 18:00:00,157N, 523E, 65, 986,TY,202305
2023-10-24 00:00:00,158N, 524E, 45, 999,TS,202305
2023-10-24 06:00:00,157N, 517E, 30, 997,TD,202305
