Date(DD-MM-YYYY),Serial Number of system during year,Basin of origin,Name,Time (UTC),Latitude (lat.),Longitude (lon.),"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",Maximum Sustained Surface Wind (kt) ,"Pressure Drop (hPa)[or ""delta P""]",Grade (text),Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar,Unnamed: 14,Unnamed: 15,Unnamed: 16,Diameter-Size of outermost closed isobar,"Pressure Drop(hPa)[or""delta P""]",Diameter/Size of outermost closed isobar(in degree)
2011-11-09,201108,AS,--,0600,15.0,58.5,2,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-09,201108,AS,--,1200,15.5,58.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-09,201108,AS,--,1800,15.5,58.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-10,201108,AS,--,0000,16.0,58.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-10,201108,AS,--,0300,16.0,58.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-26,201109,AS,--,0300,7.5,76.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-26,201109,AS,--,0600,8.0,75.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-26,201109,AS,--,1200,8.5,75.0,1.5,1000.0,25.0,3.0,D,,,,,,,,
2011-11-26,201109,AS,--,1800,8.5,75.0,1.5,1000.0,25.0,3.0,D,,,,,,,,
2011-11-27,201109,AS,--,0000,9.5,74.0,1.5,1000.0,25.0,3.0,D,,,,,,,,
2011-11-27,201109,AS,--,0300,10.5,73.0,1.5,1000.0,25.0,3.0,D,,,,,,,,
2011-11-27,201109,AS,--,0600,11.0,72.5,1.5,1000.0,25.0,4.0,D,,,,,,,,
2011-11-27,201109,AS,--,1200,12.0,71.5,1.5,1000.0,25.0,4.0,D,,,,,,,,
2011-11-27,201109,AS,--,1800,12.5,71.0,1.5,1000.0,25.0,4.0,D,,,,,,,,
2011-11-28,201109,AS,--,0000,13.5,70.0,2.0,998.0,30.0,5.0,DD,,,,,,,,
2011-11-28,201109,AS,--,0300,14.0,69.5,2.0,998.0,30.0,5.0,DD,,,,,,,,
2011-11-28,201109,AS,--,0600,14.5,69.0,2.0,998.0,30.0,5.0,DD,,,,,,,,
2011-11-28,201109,AS,--,1200,15.0,68.0,2.0,998.0,30.0,5.0,DD,,,,,,,,
2011-11-28,201109,AS,--,1800,15.5,67.5,2.0,998.0,30.0,6.0,DD,,,,,,,,
2011-11-29,201109,AS,--,0000,15.5,67.0,2.0,998.0,30.0,6.0,DD,,,,,,,,
2011-11-29,201109,AS,--,0300,15.7,66.8,2.0,998.0,30.0,5.0,DD,,,,,,,,
2011-11-29,201109,AS,--,0600,16.0,66.5,2.0,998.0,30.0,5.0,DD,,,,,,,,
2011-11-29,201109,AS,--,1200,16.0,66.5,1.5,1000.0,25.0,4.0,D,,,,,,,,
2011-11-29,201109,AS,--,1800,16.4,65.5,1.5,1000.0,25.0,4.0,D,,,,,,,,
2011-11-30,201109,AS,--,0000,17.0,64.4,1.5,1000.0,25.0,4.0,D,,,,,,,,
2011-11-30,201109,AS,--,0300,17.0,64.5,1.5,1000.0,25.0,4.0,D,,,,,,,,
2011-11-30,201109,AS,--,0600,17.5,63.5,1.5,1000.0,25.0,4.0,D,,,,,,,,
2011-11-30,201109,AS,--,1200,18.0,63.5,1.5,1000.0,25.0,3.0,D,,,,,,,,
2011-11-30,201109,AS,--,1800,19.0,62.5,1.5,1000.0,25.0,3.0,D,,,,,,,,
2011-12-01,201109,AS,--,0000,19.5,62.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-12-01,201109,AS,--,0300,19.5,62.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2012-10-22,201202,ARB,MURJAN,2100,11,66.5,1.5,1004.0,25.0,3.0,D,,,,,,,,
2012-10-23,201202,ARB,MURJAN,300,11,66.0,1.5,1004.0,25.0,3.0,D,,,,,,,,
2012-10-23,201202,ARB,MURJAN,1200,11.5,64.0,1.5,1003.0,25.0,3.0,D,,,,,,,,
2012-10-23,201202,ARB,MURJAN,1500,11.5,63.5,2,1002.0,30.0,4.0,DD,,,,,,,,
2012-10-24,201202,ARB,MURJAN,300,11,59.0,2,1002.0,30.0,4.0,DD,,,,,,,,
2012-10-24,201202,ARB,MURJAN,1200,10.5,56.5,2.5,1000.0,35.0,6.0,CS,,,,,,,,
2012-10-24,201202,ARB,MURJAN,1800,10.5,55.5,2.5,998.0,40.0,8.0,CS,,,,,,,,
2012-10-25,201202,ARB,MURJAN,0,10.5,54.0,2.5,1000.0,35.0,6.0,CS,,,,,,,,
2012-10-25,201202,ARB,MURJAN,300,10.5,53.5,2.5,1000.0,35.0,6.0,CS,,,,,,,,
2012-10-25,201202,ARB,MURJAN,600,10,53.0,2.5,1000.0,35.0,6.0,CS,,,,,,,,
2012-10-25,201202,ARB,MURJAN,1200,9.5,51.5,2.5,1000.0,35.0,6.0,CS,,,,,,,,
2012-10-25,201202,ARB,MURJAN,1800,9.5,50.5,--,1001.0,30.0,4.0,DD,,,,,,,,
2012-10-26,201202,ARB,MURJAN,0,9.5,49.5,--,1002.0,25.0,3.0,D,,,,,,,,
2012-10-26,201202,ARB,MURJAN,300,9.5,48.5,--,1002.0,25.0,3.0,D,,,,,,,,
2012-12-22,201205,ARB,--,600,9,64.0,1.5,1004.0,25.0,3.0,D,,,,,,,,
2012-12-22,201205,ARB,--,900,9,63.0,1.5,1004.0,25.0,3.0,D,,,,,,,,
2012-12-22,201205,ARB,--,1200,9,62.5,1.5,1003.0,25.0,4.0,D,,,,,,,,
2012-12-23,201205,ARB,--,0,9,60.5,2,1002.0,30.0,5.0,DD,,,,,,,,
2012-12-23,201205,ARB,--,300,9,60.0,2,1002.0,30.0,5.0,DD,,,,,,,,
2012-12-23,201205,ARB,--,1200,8.5,57.0,2,1002.0,30.0,5.0,DD,,,,,,,,
2012-12-24,201205,ARB,--,300,8,54.0,2,1002.0,30.0,5.0,DD,,,,,,,,
2012-12-24,201205,ARB,--,1200,7,52.0,1.5,1004.0,25.0,3.0,D,,,,,,,,
2013-11-08,201306,AS,--,600,8,56.5,1.5,1006,25,3,D,,,,,,,,
2013-11-08,201306,AS,--,1200,8,55,1.5,1004,25,3,D,,,,,,,,
2013-11-08,201306,AS,--,1800,8,54,1.5,1004,25,3,D,,,,,,,,
2013-11-09,201306,AS,--,0,8,53,2,1002,30,5,DD,,,,,,,,
2013-11-09,201306,AS,--,300,8,52.5,2,1002,30,5,DD,,,,,,,,
2013-11-09,201306,AS,--,600,8,52.5,2,1002,30,5,DD,,,,,,,,
2013-11-09,201306,AS,--,1200,8,51.5,2,1002,30,5,DD,,,,,,,,
2013-11-09,201306,AS,--,1800,8,51.5,2,1002,30,5,DD,,,,,,,,
2013-11-10,201306,AS,--,0,8,51.5,2,1002,30,5,DD,,,,,,,,
2013-11-10,201306,AS,--,300,8,51.5,2,1002,30,5,DD,,,,,,,,
2013-11-10,201306,AS,--,600,8,51,2,1002,30,5,DD,,,,,,,,
2013-11-10,201306,AS,--,1200,8,51,2,1002,30,5,DD,,,,,,,,
2013-11-10,201306,AS,--,1800,8.1,50.5,2,1002,30,5,DD,,,,,,,,
2013-11-11,201306,AS,--,0,8.2,50,-,1002,30,5,DD,,,,,,,,
2013-11-11,201306,AS,--,300,8.4,49.6,-,1002,30,5,DD,,,,,,,,
2013-11-11,201306,AS,--,600,8.7,49.3,-,1004,25,3,D,,,,,,,,
2014-06-10,201403,AS,NANAUK,900,15.5,68.5,1.5,998.0,25.0,3.0,D,,,,,,,,
2014-06-10,201403,AS,NANAUK,1200,16,68.0,1.5,996.0,25.0,3.0,D,,,,,,,,
2014-06-10,201403,AS,NANAUK,1800,16.5,67.5,2,994.0,30.0,5.0,DD,,,,,,,,
2014-06-11,201403,AS,NANAUK,0,16.5,67.2,2.5,992.0,35.0,8.0,CS,,,,,,,,
2014-06-11,201403,AS,NANAUK,300,16.7,67.0,2.5,992.0,35.0,8.0,CS,,,,,,,,
2014-06-11,201403,AS,NANAUK,600,16.9,66.7,3,990.0,45.0,10.0,CS,,,,,,,,
2014-06-11,201403,AS,NANAUK,900,17,66.5,3,990.0,45.0,10.0,CS,,,,,,,,
2014-06-11,201403,AS,NANAUK,1200,17.3,66.2,3,988.0,45.0,10.0,CS,,,,,,,,
2014-06-11,201403,AS,NANAUK,1500,17.5,66.0,3,988.0,45.0,10.0,CS,,,,,,,,
2014-06-11,201403,AS,NANAUK,1800,17.5,65.8,3,988.0,45.0,10.0,CS,,,,,,,,
2014-06-11,201403,AS,NANAUK,2100,17.5,65.7,3,988.0,45.0,10.0,CS,,,,,,,,
2014-06-12,201403,AS,NANAUK,0,17.8,65.3,3,986.0,45.0,10.0,CS,,,,,,,,
2014-06-12,201403,AS,NANAUK,300,18,65.0,3,986.0,45.0,10.0,CS,,,,,,,,
2014-06-12,201403,AS,NANAUK,600,18.1,64.7,3,986.0,45.0,10.0,CS,,,,,,,,
2014-06-12,201403,AS,NANAUK,900,18.3,64.3,3,988.0,45.0,10.0,CS,,,,,,,,
2014-06-12,201403,AS,NANAUK,1200,18.3,63.9,3,988.0,45.0,10.0,CS,,,,,,,,
2014-06-12,201403,AS,NANAUK,1500,18.3,63.6,3,988.0,45.0,10.0,CS,,,,,,,,
2014-06-12,201403,AS,NANAUK,1800,18.3,63.4,3,988.0,45.0,10.0,CS,,,,,,,,
2014-06-12,201403,AS,NANAUK,2100,18.4,63.3,3,988.0,45.0,10.0,CS,,,,,,,,
2014-06-13,201403,AS,NANAUK,0,18.4,62.9,3,988.0,45.0,10.0,CS,,,,,,,,
2014-06-13,201403,AS,NANAUK,300,18.7,62.7,3,990.0,45.0,10.0,CS,,,,,,,,
2014-06-13,201403,AS,NANAUK,600,19,62.6,2.5,992.0,40.0,8.0,CS,,,,,,,,
2014-06-13,201403,AS,NANAUK,900,19.5,62.5,2,994.0,30.0,5.0,DD,,,,,,,,
2014-06-13,201403,AS,NANAUK,1200,19.8,62.4,1.5,996.0,25.0,3.0,D,,,,,,,,
2014-06-13,201403,AS,NANAUK,1800,20,62.0,1.5,996.0,25.0,3.0,D,,,,,,,,
2014-06-14,201403,AS,NANAUK,0,20.5,62.0,1.5,996.0,25.0,3.0,D,,,,,,,,
2014-10-25,201407,AS,NILOFAR,0,12.5,61.5,1.5,1004.0,25.0,3.0,D,,,,,,,,
2014-10-25,201407,AS,NILOFAR,300,12.5,61.5,1.5,1004.0,25.0,3.0,D,,,,,,,,
2014-10-25,201407,AS,NILOFAR,600,12.5,61.5,1.5,1004.0,25.0,3.0,D,,,,,,,,
2014-10-25,201407,AS,NILOFAR,1200,13,61.0,1.5,1003.0,25.0,3.0,D,,,,,,,,
2014-10-25,201407,AS,NILOFAR,1800,13,61.0,1.5,1003.0,25.0,3.0,D,,,,,,,,
2014-10-26,201407,AS,NILOFAR,0,14,62.0,1.5,1002.0,25.0,4.0,D,,,,,,,,
2014-10-26,201407,AS,NILOFAR,300,14,62.0,2,999.0,30.0,5.0,DD,,,,,,,,
2014-10-26,201407,AS,NILOFAR,600,14.1,62.0,2.5,998.0,35.0,6.0,CS,,,,,,,,
2014-10-26,201407,AS,NILOFAR,900,14.1,62.0,2.5,996.0,35.0,7.0,CS,,,,,,,,
2014-10-26,201407,AS,NILOFAR,1200,14.2,62.0,2.5,994.0,40.0,8.0,CS,,,,,,,,
2014-10-26,201407,AS,NILOFAR,1500,14.3,62.0,3,994.0,40.0,8.0,CS,,,,,,,,
2014-10-26,201407,AS,NILOFAR,1800,14.4,62.0,3,994.0,45.0,10.0,CS,,,,,,,,
2014-10-26,201407,AS,NILOFAR,2100,14.5,62.0,3,994.0,50.0,12.0,SCS,,,,,,,,
2014-10-27,201407,AS,NILOFAR,0,14.8,62.0,3.5,990.0,55.0,16.0,SCS,,,,,,,,
2014-10-27,201407,AS,NILOFAR,300,14.9,62.0,3.5,990.0,60.0,18.0,SCS,,,,,,,,
2014-10-27,201407,AS,NILOFAR,600,14.9,62.0,4,986.0,65.0,20.0,VSCS,,,,,,,,
2014-10-27,201407,AS,NILOFAR,900,14.9,62.0,4,984.0,65.0,22.0,VSCS,,,,,,,,
2014-10-27,201407,AS,NILOFAR,1200,15,62.0,4,982.0,70.0,24.0,VSCS,,,,,,,,
2014-10-27,201407,AS,NILOFAR,1500,15.1,62.0,4,981.0,70.0,25.0,VSCS,,,,,,,,
2014-10-27,201407,AS,NILOFAR,1800,15.3,62.0,4,980.0,70.0,26.0,VSCS,,,,,,,,
2014-10-27,201407,AS,NILOFAR,2100,15.6,61.8,4,979.0,75.0,27.0,VSCS,,,,,,,,
2014-10-28,201407,AS,NILOFAR,0,15.7,61.8,4,978.0,75.0,28.0,VSCS,,,,,,,,
2014-10-28,201407,AS,NILOFAR,300,15.8,61.7,4,977.0,75.0,29.0,VSCS,,,,,,,,
2014-10-28,201407,AS,NILOFAR,600,15.9,61.6,4.5,974.0,80.0,32.0,VSCS,,,,,,,,
2014-10-28,201407,AS,NILOFAR,900,16.3,61.6,5,966.0,90.0,40.0,ESCS,,,,,,,,
2014-10-28,201407,AS,NILOFAR,1200,16.7,61.8,5.5,954.0,100.0,52.0,ESCS,,,,,,,,
2014-10-28,201407,AS,NILOFAR,1500,17.2,61.8,5.5,952.0,105.0,54.0,ESCS,,,,,,,,
2014-10-28,201407,AS,NILOFAR,1800,17.6,61.8,5.5,950.0,110.0,56.0,ESCS,,,,,,,,
2014-10-28,201407,AS,NILOFAR,2100,18,61.8,5.5,950.0,110.0,56.0,ESCS,,,,,,,,
2014-10-29,201407,AS,NILOFAR,0,18.2,62.0,5.5,954.0,105.0,52.0,ESCS,,,,,,,,
2014-10-29,201407,AS,NILOFAR,300,18.7,62.0,5,958.0,100.0,48.0,ESCS,,,,,,,,
2014-10-29,201407,AS,NILOFAR,600,18.9,62.0,5,962.0,95.0,44.0,ESCS,,,,,,,,
2014-10-29,201407,AS,NILOFAR,900,19,62.0,5,968.0,90.0,40.0,ESCS,,,,,,,,
2014-10-29,201407,AS,NILOFAR,1200,19.2,62.2,4.5,974.0,80.0,32.0,VSCS,,,,,,,,
2014-10-29,201407,AS,NILOFAR,1500,19.4,62.5,4,980.0,70.0,26.0,VSCS,,,,,,,,
2014-10-29,201407,AS,NILOFAR,1800,19.4,62.8,4,986.0,70.0,24.0,VSCS,,,,,,,,
2014-10-29,201407,AS,NILOFAR,2100,19.4,63.1,3.5,988.0,60.0,20.0,SCS,,,,,,,,
2014-10-30,201407,AS,NILOFAR,0,19.5,63.6,3.5,990.0,60.0,18.0,SCS,,,,,,,,
2014-10-30,201407,AS,NILOFAR,300,19.8,64.1,3,994.0,50.0,14.0,SCS,,,,,,,,
2014-10-30,201407,AS,NILOFAR,600,20.2,64.3,3,998.0,45.0,10.0,SCS,,,,,,,,
2014-10-30,201407,AS,NILOFAR,900,20.2,64.5,2.5,1000.0,40.0,9.0,CS,,,,,,,,
2014-10-30,201407,AS,NILOFAR,1200,20.5,64.6,2.5,1001.0,40.0,8.0,CS,,,,,,,,
2014-10-30,201407,AS,NILOFAR,1800,20.6,64.7,2.5,1002.0,35.0,7.0,CS,,,,,,,,
2014-10-30,201407,AS,NILOFAR,2100,20.7,65.0,2,1003.0,30.0,5.0,DD,,,,,,,,
2014-10-31,201407,AS,NILOFAR,0,20.7,65.1,1.5,1004.0,25.0,4.0,D,,,,,,,,
2015-06-07,201501,ARB,ASHOBAA,300.0,14.5,68.5,1.5,1004.0,25.0,3.0,D,,,,,,,,
2015-06-07,201501,ARB,ASHOBAA,600.0,15.0,68.2,1.5,1004.0,25.0,3.0,D,,,,,,,,
2015-06-07,201501,ARB,ASHOBAA,1200.0,16.0,68.0,1.5,1003.0,25.0,4.0,D,,,,,,,,
2015-06-07,201501,ARB,ASHOBAA,1800.0,16.5,68.0,1.5,1003.0,25.0,4.0,D,,,,,,,,
2015-06-08,201501,ARB,ASHOBAA,0.0,17.5,67.5,2,996.0,30.0,5.0,DD,,,,,,,,
2015-06-08,201501,ARB,ASHOBAA,300.0,17.9,67.2,2.5,994.0,35.0,7.0,CS,,,,,,,,
2015-06-08,201501,ARB,ASHOBAA,600.0,17.9,67.2,2.5,994.0,35.0,7.0,CS,,,,,,,,
2015-06-08,201501,ARB,ASHOBAA,900.0,18.5,66.7,2.5,994.0,35.0,7.0,CS,,,,,,,,
2015-06-08,201501,ARB,ASHOBAA,1200.0,18.6,66.5,2.5,994.0,35.0,7.0,CS,,,,,,,,
2015-06-08,201501,ARB,ASHOBAA,1500.0,18.8,66.2,2.5,994.0,35.0,7.0,CS,,,,,,,,
2015-06-08,201501,ARB,ASHOBAA,1800.0,19.2,65.7,2.5,994.0,35.0,7.0,CS,,,,,,,,
2015-06-08,201501,ARB,ASHOBAA,2100.0,19.5,65.3,2.5,994.0,35.0,7.0,CS,,,,,,,,
2015-06-09,201501,ARB,ASHOBAA,0.0,20.0,65.0,2.5,992.0,35.0,8.0,CS,,,,,,,,
2015-06-09,201501,ARB,ASHOBAA,300.0,20.0,65.0,2.5,992.0,35.0,8.0,CS,,,,,,,,
2015-06-09,201501,ARB,ASHOBAA,600.0,20.3,64.6,2.5,990.0,35.0,10.0,CS,,,,,,,,
2015-06-09,201501,ARB,ASHOBAA,900.0,20.5,63.8,3,990.0,40.0,10.0,CS,,,,,,,,
2015-06-09,201501,ARB,ASHOBAA,1200.0,21.0,63.0,3,990.0,40.0,10.0,CS,,,,,,,,
2015-06-09,201501,ARB,ASHOBAA,1500.0,21.2,62.5,3,990.0,40.0,10.0,CS,,,,,,,,
2015-06-09,201501,ARB,ASHOBAA,1800.0,21.2,62.5,3,990.0,45.0,10.0,CS,,,,,,,,
2015-06-09,201501,ARB,ASHOBAA,2100.0,21.3,62.3,3,990.0,45.0,10.0,CS,,,,,,,,
2015-06-10,201501,ARB,ASHOBAA,0.0,21.3,62.1,3,990.0,45.0,10.0,CS,,,,,,,,
2015-06-10,201501,ARB,ASHOBAA,300.0,21.3,61.8,3,990.0,45.0,10.0,CS,,,,,,,,
2015-06-10,201501,ARB,ASHOBAA,600.0,21.3,61.5,3,990.0,45.0,10.0,CS,,,,,,,,
2015-06-10,201501,ARB,ASHOBAA,900.0,21.2,61.1,3,990.0,45.0,10.0,CS,,,,,,,,
2015-06-10,201501,ARB,ASHOBAA,1200.0,21.2,61.1,3,990.0,45.0,10.0,CS,,,,,,,,
2015-06-10,201501,ARB,ASHOBAA,1500.0,20.9,60.8,3,990.0,45.0,10.0,CS,,,,,,,,
2015-06-10,201501,ARB,ASHOBAA,1800.0,20.9,60.8,3,992.0,45.0,10.0,CS,,,,,,,,
2015-06-10,201501,ARB,ASHOBAA,2100.0,20.9,60.8,3,992.0,45.0,10.0,CS,,,,,,,,
2015-06-11,201501,ARB,ASHOBAA,0.0,20.8,60.8,2.5,994.0,40.0,10.0,CS,,,,,,,,
2015-06-11,201501,ARB,ASHOBAA,300.0,20.8,60.8,2.5,994.0,40.0,10.0,CS,,,,,,,,
2015-06-11,201501,ARB,ASHOBAA,600.0,20.8,60.5,2.5,994.0,35.0,10.0,CS,,,,,,,,
2015-06-11,201501,ARB,ASHOBAA,900.0,20.8,60.3,2.5,994.0,35.0,10.0,CS,,,,,,,,
2015-06-11,201501,ARB,ASHOBAA,1200.0,20.8,60.0,2.5,994.0,35.0,10.0,CS,,,,,,,,
2015-06-11,201501,ARB,ASHOBAA,1500.0,20.8,59.7,2.5,994.0,35.0,10.0,CS,,,,,,,,
2015-06-11,201501,ARB,ASHOBAA,1800.0,20.8,59.7,2,996.0,30.0,6.0,DD,,,,,,,,
2015-06-12,201501,ARB,ASHOBAA,0.0,20.8,59.5,1.5,996.0,25.0,4.0,D,,,,,,,,
2015-06-12,201501,ARB,ASHOBAA,300.0,20.8,59.5,1.5,996.0,25.0,4.0,D,,,,,,,,
2015-06-12,201501,ARB,ASHOBAA,600.0,20.8,59.5,1.5,996.0,25.0,4.0,D,,,,,,,,
2015-06-22,201503,ARB,,300.0,20.0,67.0,1.5,990.0,25.0,4.0,D,,,,,,,,
2015-06-22,201503,ARB,,600.0,20.0,67.0,1.5,990.0,25.0,4.0,D,,,,,,,,
2015-06-22,201503,ARB,,1200.0,20.0,67.0,1.5,990.0,25.0,4.0,D,,,,,,,,
2015-06-22,201503,ARB,,1800.0,20.2,68.5,1.5,990.0,25.0,4.0,D,,,,,,,,
2015-06-22,201503,ARB,,0.0,20.5,69.5,1.5,988.0,25.0,4.0,D,,,,,,,,
2015-06-23,201503,ARB,,300.0,20.5,70.5,2,988.0,30.0,6.0,DD,,,,,,,,
2015-06-23,201503,ARB,,600.0,21.0,71.0,2,988.0,30.0,6.0,DD,,,,,,,,
2015-06-23,201503,ARB,,1200.0,21.0,71.3,-,990.0,30.0,5.0,DD,,,,,,,,
2015-06-23,201503,ARB,,1800.0,21.6,71.4,-,990.0,30.0,5.0,DD,,,,,,,,
2015-06-23,201503,ARB,,0.0,22.2,71.5,-,990.0,30.0,4.0,DD,,,,,,,,
2015-06-24,201503,ARB,,300.0,22.4,72.0,-,990.0,30.0,4.0,DD,,,,,,,,
2015-06-24,201503,ARB,,600.0,22.8,72.7,-,990.0,30.0,3.0,DD,,,,,,,,
2015-06-24,201503,ARB,,1200.0,23.5,74.0,-,992.0,25.0,3.0,D,,,,,,,,
2015-06-24,201503,ARB,,1800.0,26.0,76.0,-,994.0,25.0,3.0,D,,,,,,,,
2015-10-09,201509,ARB,,0.0,14.0,70.3,1.5,1004.0,25.0,3.0,D,,,,,,,,
2015-10-09,201509,ARB,,300.0,14.0,70.3,1.5,1004.0,25.0,4.0,D,,,,,,,,
2015-10-09,201509,ARB,,600.0,14.1,70.3,1.5,1004.0,25.0,4.0,D,,,,,,,,
2015-10-09,201509,ARB,,1200.0,14.3,70.2,1.5,1002.0,25.0,4.0,D,,,,,,,,
2015-10-09,201509,ARB,,1800.0,14.7,69.9,2,1001.0,30.0,5.0,DD,,,,,,,,
2015-10-10,201509,ARB,,0.0,15.0,69.6,2,1001.0,30.0,5.0,DD,,,,,,,,
2015-10-10,201509,ARB,,300.0,15.1,69.5,2,1001.0,30.0,5.0,DD,,,,,,,,
2015-10-10,201509,ARB,,600.0,15.1,69.4,2,1000.0,30.0,6.0,DD,,,,,,,,
2015-10-10,201509,ARB,,1200.0,15.2,69.3,2,1000.0,30.0,6.0,DD,,,,,,,,
2015-10-10,201509,ARB,,1800.0,15.3,69.2,2,1000.0,30.0,6.0,DD,,,,,,,,
2015-10-11,201509,ARB,,0.0,15.5,69.2,2,1001.0,30.0,5.0,DD,,,,,,,,
2015-10-11,201509,ARB,,300.0,15.6,69.2,1.5,1003.0,25.0,4.0,D,,,,,,,,
2015-10-11,201509,ARB,,600.0,15.7,69.2,1.5,1003.0,25.0,4.0,D,,,,,,,,
2015-10-11,201509,ARB,,1200.0,15.9,69.2,1.5,1004.0,25.0,3.0,D,,,,,,,,
2015-10-11,201509,ARB,,1800.0,16.0,69.2,1.5,1004.0,25.0,3.0,D,,,,,,,,
2015-10-12,201509,ARB,,0.0,16.1,69.0,1.5,1004.0,20.0,3.0,D,,,,,,,,
2015-10-28,201510,ARB,CHAPALA,300.0,11.5,65.0,1.5,1005.0,25.0,3.0,D,,,,,,,,
2015-10-28,201510,ARB,CHAPALA,600.0,11.8,64.9,2,1004.0,25.0,4.0,D,,,,,,,,
2015-10-28,201510,ARB,CHAPALA,1200.0,12.5,64.7,2,1001.0,30.0,5.0,DD,,,,,,,,
2015-10-28,201510,ARB,CHAPALA,1800.0,13.0,64.7,2,1001.0,30.0,5.0,DD,,,,,,,,
2015-10-29,201510,ARB,CHAPALA,0.0,13.7,64.3,2.5,999.0,35.0,7.0,CS,,,,,,,,
2015-10-29,201510,ARB,CHAPALA,300.0,13.8,64.2,2.5,997.0,40.0,9.0,CS,,,,,,,,
2015-10-29,201510,ARB,CHAPALA,600.0,13.9,63.8,3,996.0,45.0,10.0,CS,,,,,,,,
2015-10-29,201510,ARB,CHAPALA,900.0,14.0,63.5,3,994.0,50.0,12.0,SCS,,,,,,,,
2015-10-29,201510,ARB,CHAPALA,1200.0,14.1,63.3,3.5,990.0,55.0,16.0,SCS,,,,,,,,
2015-10-29,201510,ARB,CHAPALA,1500.0,14.3,62.8,3.5,988.0,60.0,18.0,SCS,,,,,,,,
2015-10-29,201510,ARB,CHAPALA,1800.0,14.3,62.5,4,984.0,65.0,22.0,VSCS,,,,,,,,
2015-10-29,201510,ARB,CHAPALA,2100.0,14.3,62.3,4.5,976.0,75.0,30.0,VSCS,,,,,,,,
2015-10-30,201510,ARB,CHAPALA,0.0,14.3,61.8,5,966.0,90.0,40.0,ESCS,,,,,,,,
2015-10-30,201510,ARB,CHAPALA,300.0,14.3,61.5,5.5,954.0,105.0,52.0,ESCS,,,,,,,,
2015-10-30,201510,ARB,CHAPALA,600.0,14.3,61.1,5.5,948.0,110.0,58.0,ESCS,,,,,,,,
2015-10-30,201510,ARB,CHAPALA,900.0,14.2,60.8,6,940.0,115.0,66.0,ESCS,,,,,,,,
2015-10-30,201510,ARB,CHAPALA,1200.0,14.1,60.6,6,940.0,115.0,66.0,ESCS,,,,,,,,
2015-10-30,201510,ARB,CHAPALA,1500.0,14.0,60.4,6,940.0,115.0,66.0,ESCS,,,,,,,,
2015-10-30,201510,ARB,CHAPALA,1800.0,13.9,60.2,6,940.0,115.0,66.0,ESCS,,,,,,,,
2015-10-30,201510,ARB,CHAPALA,2100.0,13.9,59.9,6,942.0,115.0,64.0,ESCS,,,,,,,,
2015-10-31,201510,ARB,CHAPALA,0.0,13.9,59.6,5.5,944.0,110.0,62.0,ESCS,,,,,,,,
2015-10-31,201510,ARB,CHAPALA,300.0,13.8,59.2,5.5,946.0,110.0,60.0,ESCS,,,,,,,,
2015-10-31,201510,ARB,CHAPALA,600.0,13.8,58.7,5.5,950.0,105.0,56.0,ESCS,,,,,,,,
2015-10-31,201510,ARB,CHAPALA,900.0,13.8,58.3,5.5,950.0,105.0,56.0,ESCS,,,,,,,,
2015-10-31,201510,ARB,CHAPALA,1200.0,13.8,57.9,5.5,950.0,105.0,56.0,ESCS,,,,,,,,
2015-10-31,201510,ARB,CHAPALA,1500.0,13.8,57.5,5.5,950.0,105.0,56.0,ESCS,,,,,,,,
2015-10-31,201510,ARB,CHAPALA,1800.0,13.8,57.2,5.5,950.0,105.0,56.0,ESCS,,,,,,,,
2015-10-31,201510,ARB,CHAPALA,2100.0,13.7,56.8,5.5,950.0,105.0,56.0,ESCS,,,,,,,,
2015-11-01,201510,ARB,CHAPALA,0.0,13.7,56.4,5.5,950.0,105.0,56.0,ESCS,,,,,,,,
2015-11-01,201510,ARB,CHAPALA,300.0,13.6,56.1,5.5,952.0,105.0,54.0,ESCS,,,,,,,,
2015-11-01,201510,ARB,CHAPALA,600.0,13.6,55.6,5.5,954.0,100.0,52.0,ESCS,,,,,,,,
2015-11-01,201510,ARB,CHAPALA,900.0,13.6,55.1,5.5,956.0,100.0,50.0,ESCS,,,,,,,,
2015-11-01,201510,ARB,CHAPALA,1200.0,13.6,54.6,5.5,956.0,100.0,50.0,ESCS,,,,,,,,
2015-11-01,201510,ARB,CHAPALA,1500.0,13.6,54.2,5.5,956.0,100.0,50.0,ESCS,,,,,,,,
2015-11-01,201510,ARB,CHAPALA,1800.0,13.4,53.7,5.5,956.0,100.0,50.0,ESCS,,,,,,,,
2015-11-01,201510,ARB,CHAPALA,2100.0,13.3,53.1,5.5,956.0,100.0,50.0,ESCS,,,,,,,,
2015-11-02,201510,ARB,CHAPALA,0.0,13.2,52.5,5.5,958.0,100.0,48.0,ESCS,,,,,,,,
