YYYYMMDDHH,CY,LatN/S,LonE/W,VMAX,MSLP,TY
2019-09-24 06:00:00,03,200N, 596E, 90, 969,TY
2019-09-24 12:00:00,03,198N, 583E, 75, 979,TY
2019-09-24 12:00:00,03,198N, 583E, 75, 979,TY
2019-09-24 12:00:00,03,198N, 583E, 75, 979,TY
2019-09-25 06:00:00,03,192N, 550E, 30,1000,TD
2019-10-22 18:00:00,04,147N, 664E, 20,1004,DB
2019-10-23 00:00:00,04,151N, 672E, 20,1003,DB
2019-10-23 06:00:00,04,153N, 681E, 20,1005,DB
2019-10-23 12:00:00,04,155N, 690E, 20,1002,DB
2019-10-23 18:00:00,04,156N, 701E, 25,1004,TD
2019-10-24 00:00:00,04,155N, 705E, 25, 999,TD
2019-10-24 06:00:00,04,151N, 708E, 30,1001,TD
2019-10-24 12:00:00,04,154N, 711E, 30,1001,TD
2019-10-24 18:00:00,04,154N, 713E, 35,1001,TS
2019-10-25 00:00:00,04,156N, 716E, 45, 994,TS
2019-10-25 06:00:00,04,159N, 718E, 50, 992,TS
2019-10-25 06:00:00,04,159N, 718E, 50, 992,TS
2019-10-25 12:00:00,04,162N, 719E, 55, 987,TS
2019-10-25 12:00:00,04,162N, 719E, 55, 987,TS
2019-10-25 18:00:00,04,165N, 714E, 65, 984,TY
2019-10-25 18:00:00,04,165N, 714E, 65, 984,TY
2019-10-26 00:00:00,04,166N, 707E, 70, 979,TY
2019-10-26 00:00:00,04,166N, 707E, 70, 979,TY
2019-10-26 00:00:00,04,166N, 707E, 70, 979,TY
2019-10-26 06:00:00,04,166N, 700E, 80, 976,TY
2019-10-26 06:00:00,04,166N, 700E, 80, 976,TY
2019-10-26 06:00:00,04,166N, 700E, 80, 976,TY
2019-10-26 12:00:00,04,167N, 694E, 95, 961,TY
2019-10-26 12:00:00,04,167N, 694E, 95, 961,TY
2019-10-26 12:00:00,04,167N, 694E, 95, 961,TY
2019-10-26 18:00:00,04,168N, 689E,120, 939,TY
2019-10-26 18:00:00,04,168N, 689E,120, 939,TY
2019-10-26 18:00:00,04,168N, 689E,120, 939,TY
2019-10-27 00:00:00,04,170N, 682E,135, 924,ST
2019-10-27 00:00:00,04,170N, 682E,135, 924,ST
2019-10-27 00:00:00,04,170N, 682E,135, 924,ST
2019-10-27 06:00:00,04,173N, 675E,135, 926,ST
2019-10-27 06:00:00,04,173N, 675E,135, 926,ST
2019-10-27 06:00:00,04,173N, 675E,135, 926,ST
2019-10-27 12:00:00,04,175N, 669E,130, 928,ST
2019-10-27 12:00:00,04,175N, 669E,130, 928,ST
2019-10-27 12:00:00,04,175N, 669E,130, 928,ST
2019-10-27 18:00:00,04,179N, 662E,125, 933,TY
2019-10-27 18:00:00,04,179N, 662E,125, 933,TY
2019-10-27 18:00:00,04,179N, 662E,125, 933,TY
2019-10-28 00:00:00,04,182N, 655E,130, 929,ST
2019-10-28 00:00:00,04,182N, 655E,130, 929,ST
2019-10-28 00:00:00,04,182N, 655E,130, 929,ST
2019-10-28 06:00:00,04,183N, 648E,130, 931,ST
2019-10-28 06:00:00,04,183N, 648E,130, 931,ST
2019-10-28 06:00:00,04,183N, 648E,130, 931,ST
2019-10-28 12:00:00,04,185N, 644E,125, 933,TY
2019-10-28 12:00:00,04,185N, 644E,125, 933,TY
2019-10-28 12:00:00,04,185N, 644E,125, 933,TY
2019-10-28 18:00:00,04,188N, 640E,120, 937,TY
2019-10-28 18:00:00,04,188N, 640E,120, 937,TY
2019-10-28 18:00:00,04,188N, 640E,120, 937,TY
2019-10-29 00:00:00,04,191N, 636E,115, 942,TY
2019-10-29 00:00:00,04,191N, 636E,115, 942,TY
2019-10-29 00:00:00,04,191N, 636E,115, 942,TY
2019-10-29 06:00:00,04,194N, 633E,110, 947,TY
2019-10-29 06:00:00,04,194N, 633E,110, 947,TY
2019-10-29 06:00:00,04,194N, 633E,110, 947,TY
2019-10-29 12:00:00,04,196N, 630E,100, 955,TY
2019-10-29 12:00:00,04,196N, 630E,100, 955,TY
2019-10-29 12:00:00,04,196N, 630E,100, 955,TY
2019-10-29 18:00:00,04,196N, 627E, 95, 961,TY
2019-10-29 18:00:00,04,196N, 627E, 95, 961,TY
2019-10-29 18:00:00,04,196N, 627E, 95, 961,TY
2019-10-30 00:00:00,04,195N, 622E, 85, 968,TY
2019-10-30 00:00:00,04,195N, 622E, 85, 968,TY
2019-10-30 00:00:00,04,195N, 622E, 85, 968,TY
2019-10-30 06:00:00,04,192N, 618E, 70, 979,TY
2019-10-30 06:00:00,04,192N, 618E, 70, 979,TY
2019-10-30 06:00:00,04,192N, 618E, 70, 979,TY
2019-10-30 06:00:00,05, 85N, 748E, 35,1005,TS
2019-10-30 12:00:00,05, 95N, 742E, 45, 999,TS
2019-10-30 12:00:00,04,189N, 613E, 60, 986,TS
2019-10-30 12:00:00,04,189N, 613E, 60, 986,TS
2019-10-30 18:00:00,04,187N, 606E, 50, 994,TS
2019-10-30 18:00:00,04,187N, 606E, 50, 994,TS
2019-10-30 18:00:00,05,104N, 735E, 45, 999,TS
2019-10-31 00:00:00,04,182N, 602E, 40, 999,TS
2019-10-31 00:00:00,05,112N, 735E, 45, 998,TS
2019-10-31 06:00:00,04,177N, 599E, 35,1003,TS
2019-10-31 06:00:00,05,122N, 734E, 50, 997,TS
2019-10-31 06:00:00,05,122N, 734E, 50, 997,TS
2019-10-31 12:00:00,04,174N, 598E, 35, 999,TS
2019-10-31 12:00:00,05,132N, 734E, 55, 992,TS
2019-10-31 12:00:00,05,132N, 734E, 55, 992,TS
2019-10-31 18:00:00,04,170N, 596E, 25,1005,TD
2019-10-31 18:00:00,05,141N, 724E, 50, 996,TS
2019-11-01 00:00:00,04,164N, 593E, 25,1005,TD
2019-11-01 00:00:00,05,146N, 714E, 45, 998,TS
2019-11-01 06:00:00,04,159N, 585E, 25,1006,TD
2019-11-01 06:00:00,05,151N, 703E, 45, 998,TS
2019-11-01 12:00:00,04,153N, 577E, 25,1004,TD
2019-11-01 12:00:00,05,154N, 698E, 45, 998,TS
2019-11-01 18:00:00,05,158N, 692E, 45, 997,TS
2019-11-01 18:00:00,04,143N, 572E, 25,1005,TD
2019-11-02 00:00:00,05,160N, 687E, 50, 995,TS
2019-11-02 00:00:00,05,160N, 687E, 50, 995,TS
2019-11-02 06:00:00,05,166N, 682E, 55, 993,TS
2019-11-02 06:00:00,05,166N, 682E, 55, 993,TS
2019-11-02 12:00:00,05,170N, 676E, 55, 993,TS
2019-11-02 12:00:00,05,170N, 676E, 55, 993,TS
2019-11-02 18:00:00,05,172N, 671E, 60, 991,TS
2019-11-02 18:00:00,05,172N, 671E, 60, 991,TS
2019-11-03 00:00:00,05,174N, 667E, 65, 989,TY
2019-11-03 00:00:00,05,174N, 667E, 65, 989,TY
2019-11-03 00:00:00,05,174N, 667E, 65, 989,TY
2019-11-03 06:00:00,05,175N, 662E, 70, 986,TY
2019-11-03 06:00:00,05,175N, 662E, 70, 986,TY
2019-11-03 06:00:00,05,175N, 662E, 70, 986,TY
2019-11-03 12:00:00,05,177N, 657E, 80, 979,TY
2019-11-03 12:00:00,05,177N, 657E, 80, 979,TY
2019-11-03 12:00:00,05,177N, 657E, 80, 979,TY
2019-11-03 18:00:00,05,179N, 653E, 95, 967,TY
2019-11-03 18:00:00,05,179N, 653E, 95, 967,TY
2019-11-03 18:00:00,05,179N, 653E, 95, 967,TY
2019-11-04 00:00:00,05,181N, 649E,100, 965,TY
2019-11-04 00:00:00,05,181N, 649E,100, 965,TY
2019-11-04 00:00:00,05,181N, 649E,100, 965,TY
2019-11-04 06:00:00,05,185N, 644E,100, 965,TY
2019-11-04 06:00:00,05,185N, 644E,100, 965,TY
2019-11-04 06:00:00,05,185N, 644E,100, 965,TY
2019-11-04 12:00:00,05,189N, 642E,105, 959,TY
2019-11-04 12:00:00,05,189N, 642E,105, 959,TY
2019-11-04 12:00:00,05,189N, 642E,105, 959,TY
2019-11-04 18:00:00,05,193N, 637E,105, 960,TY
2019-11-04 18:00:00,05,193N, 637E,105, 960,TY
2019-11-04 18:00:00,05,193N, 637E,105, 960,TY
2019-11-05 00:00:00,05,194N, 634E,100, 963,TY
2019-11-05 00:00:00,05,194N, 634E,100, 963,TY
2019-11-05 00:00:00,05,194N, 634E,100, 963,TY
2019-11-05 06:00:00,05,196N, 635E, 90, 970,TY
2019-11-05 06:00:00,05,196N, 635E, 90, 970,TY
2019-11-05 06:00:00,05,196N, 635E, 90, 970,TY
2019-11-05 12:00:00,05,197N, 639E, 85, 974,TY
2019-11-05 12:00:00,05,197N, 639E, 85, 974,TY
2019-11-05 12:00:00,05,197N, 639E, 85, 974,TY
2019-11-05 18:00:00,05,197N, 647E, 70, 987,TY
2019-11-05 18:00:00,05,197N, 647E, 70, 987,TY
2019-11-05 18:00:00,05,197N, 647E, 70, 987,TY
2019-11-06 00:00:00,05,197N, 654E, 55, 993,TS
2019-11-06 00:00:00,05,197N, 654E, 55, 993,TS
2019-11-06 06:00:00,05,196N, 662E, 45,1000,TS
2019-11-06 12:00:00,05,195N, 673E, 40,1000,TS
2019-11-06 18:00:00,05,193N, 685E, 30,1002,TD
2019-12-02 00:00:00,06, 55N, 569E, 25,1002,TD
2019-12-02 06:00:00,06, 58N, 569E, 30, 999,TD
2019-12-02 12:00:00,06, 60N, 569E, 30, 999,TD
2019-12-02 18:00:00,06, 62N, 570E, 30,1005,TD
2019-12-03 00:00:00,06, 65N, 572E, 35,1002,TS
2019-12-03 06:00:00,06, 68N, 574E, 35,1002,TS
2019-12-03 12:00:00,06, 70N, 575E, 30,1000,TD
2019-12-03 12:00:00,07,133N, 702E, 40, 999,TS
2019-12-03 18:00:00,07,136N, 696E, 50, 997,TS
2019-12-03 18:00:00,06, 72N, 575E, 30,1000,TD
2019-12-03 18:00:00,07,136N, 696E, 50, 997,TS
2019-12-04 00:00:00,07,144N, 698E, 55, 993,TS
2019-12-04 00:00:00,07,144N, 698E, 55, 993,TS
2019-12-04 06:00:00,06, 76N, 576E, 35,1000,TS
2019-12-04 06:00:00,07,147N, 690E, 45, 998,TS
2019-12-04 12:00:00,06, 81N, 572E, 40, 997,TS
2019-12-04 12:00:00,07,148N, 684E, 35,1003,TS
2019-12-04 18:00:00,07,150N, 685E, 30,1010,TD
2019-12-04 18:00:00,06, 86N, 570E, 40,1001,TS
2019-12-05 00:00:00,07,152N, 681E, 25,1009,TD
2019-12-05 00:00:00,06, 94N, 567E, 40,1000,TS
2019-12-05 06:00:00,06, 93N, 558E, 40, 999,TS
2019-12-05 12:00:00,06, 90N, 548E, 40, 999,TS
2019-12-05 18:00:00,06, 84N, 541E, 35,1005,TS
2019-12-06 00:00:00,06, 81N, 535E, 35,1004,TS
2019-12-06 06:00:00,06, 79N, 529E, 35,1004,TS
2019-12-06 12:00:00,06, 78N, 520E, 45, 999,TS
2019-12-06 18:00:00,06, 80N, 508E, 45,1000,TS
2019-12-07 00:00:00,06, 79N, 497E, 40,1002,TS
2020-05-31 18:00:00,02,129N, 722E, 20,1008,DB
2020-06-01 00:00:00,02,130N, 717E, 20,1007,DB
2020-06-01 06:00:00,02,132N, 711E, 25,1006,TD
2020-06-01 12:00:00,02,138N, 711E, 25,1003,TD
2020-06-01 18:00:00,02,144N, 712E, 30,1003,TD
2020-06-02 00:00:00,02,150N, 713E, 35, 998,TS
2020-06-02 06:00:00,02,157N, 713E, 40, 997,TS
2020-06-02 12:00:00,02,163N, 714E, 50, 993,TS
2020-06-02 18:00:00,02,167N, 717E, 60, 987,TS
2020-06-02 18:00:00,02,167N, 717E, 60, 987,TS
2020-06-03 00:00:00,02,173N, 722E, 75, 974,TY
2020-06-03 00:00:00,02,173N, 722E, 75, 974,TY
2020-06-03 00:00:00,02,173N, 722E, 75, 974,TY
2020-06-03 06:00:00,02,180N, 729E, 85, 968,TY
2020-06-03 06:00:00,02,180N, 729E, 85, 968,TY
2020-06-03 06:00:00,02,180N, 729E, 85, 968,TY
2020-06-03 12:00:00,02,191N, 737E, 70, 979,TY
2020-06-03 12:00:00,02,191N, 737E, 70, 979,TY
2020-06-03 12:00:00,02,191N, 737E, 70, 979,TY
2020-11-21 00:00:00,03,113N, 606E, 25,1004,TD
2020-11-21 06:00:00,03,113N, 588E, 35,1002,TS
2020-11-21 12:00:00,03,113N, 571E, 30,1003,TD
2020-11-21 18:00:00,03,108N, 554E, 35,1005,TS
2020-11-22 00:00:00,03,106N, 538E, 60, 992,TS
2020-11-22 00:00:00,03,106N, 538E, 60, 992,TS
2020-11-22 06:00:00,03,104N, 525E,100, 967,TY
2020-11-22 06:00:00,03,104N, 525E,100, 967,TY
2020-11-22 06:00:00,03,104N, 525E,100, 967,TY
2020-11-22 12:00:00,03,104N, 515E, 90, 974,TY
2020-11-22 12:00:00,03,104N, 515E, 90, 974,TY
2020-11-22 12:00:00,03,104N, 515E, 90, 974,TY
2020-11-22 18:00:00,03,104N, 506E, 65, 992,TY
2020-11-22 18:00:00,03,104N, 506E, 65, 992,TY
2020-11-23 00:00:00,03,108N, 499E, 50,1000,TS
2020-11-23 06:00:00,03,113N, 493E, 40,1005,TS
2020-11-23 12:00:00,03,116N, 486E, 35,1005,TS
2020-11-23 18:00:00,03,119N, 475E, 30,1007,TD
2020-11-24 00:00:00,03,114N, 467E, 25,1009,TD
2020-11-24 06:00:00,03,109N, 465E, 25,1011,TD
2020-11-24 12:00:00,03,104N, 463E, 15,1013,DB
2021-05-13 06:00:00,01,100N, 709E, 20,1007,DB
2021-05-13 12:00:00,01,102N, 713E, 25,1004,TD
2021-05-14 00:00:00,01,109N, 718E, 30, 997,TD
2021-05-14 06:00:00,01,113N, 721E, 35, 998,TS
2021-05-14 12:00:00,01,118N, 725E, 40, 996,TS
2021-05-15 00:00:00,01,129N, 732E, 50, 989,TS
2021-05-15 00:00:00,01,129N, 732E, 50, 989,TS
2021-05-15 06:00:00,01,134N, 734E, 55,1002,TS
2021-05-15 06:00:00,01,134N, 734E, 55,1002,TS
2021-05-15 12:00:00,01,139N, 732E, 65, 975,TY
2021-05-15 12:00:00,01,139N, 732E, 65, 975,TY
2021-05-15 12:00:00,01,139N, 732E, 65, 975,TY
2021-05-15 18:00:00,01,144N, 730E, 70, 975,TY
2021-05-15 18:00:00,01,144N, 730E, 70, 975,TY
2021-05-15 18:00:00,01,144N, 730E, 70, 975,TY
2021-05-16 00:00:00,01,150N, 728E, 80, 965,TY
2021-05-16 00:00:00,01,150N, 728E, 80, 965,TY
2021-05-16 00:00:00,01,150N, 728E, 80, 965,TY
2021-05-16 06:00:00,01,159N, 729E, 90, 962,TY
2021-05-16 06:00:00,01,159N, 729E, 90, 962,TY
2021-05-16 06:00:00,01,159N, 729E, 90, 962,TY
2021-05-16 12:00:00,01,168N, 725E,100, 952,TY
2021-05-16 12:00:00,01,168N, 725E,100, 952,TY
2021-05-16 12:00:00,01,168N, 725E,100, 952,TY
2021-05-16 18:00:00,01,178N, 720E,115, 942,TY
2021-05-16 18:00:00,01,178N, 720E,115, 942,TY
2021-05-16 18:00:00,01,178N, 720E,115, 942,TY
2021-05-17 00:00:00,01,183N, 718E,120, 931,TY
2021-05-17 00:00:00,01,183N, 718E,120, 931,TY
2021-05-17 00:00:00,01,183N, 718E,120, 931,TY
2021-05-17 06:00:00,01,193N, 716E,120, 934,TY
2021-05-17 06:00:00,01,193N, 716E,120, 934,TY
2021-05-17 06:00:00,01,193N, 716E,120, 934,TY
2021-05-17 12:00:00,01,200N, 714E,100, 949,TY
2021-05-17 12:00:00,01,200N, 714E,100, 949,TY
2021-05-17 12:00:00,01,200N, 714E,100, 949,TY
2021-05-17 15:00:00,01,205N, 713E,115, 936,TY
2021-05-17 15:00:00,01,205N, 713E,115, 936,TY
2021-05-17 15:00:00,01,205N, 713E,115, 936,TY
2021-05-17 18:00:00,01,209N, 713E,110, 942,TY
2021-05-17 18:00:00,01,209N, 713E,110, 942,TY
2021-05-17 18:00:00,01,209N, 713E,110, 942,TY
2021-05-18 00:00:00,01,214N, 712E, 90, 959,TY
2021-05-18 00:00:00,01,214N, 712E, 90, 959,TY
2021-05-18 00:00:00,01,214N, 712E, 90, 959,TY
2022-08-11 18:00:00,03,221N, 672E, 20,1007,DB
2022-08-12 00:00:00,03,218N, 666E, 30, 989,TD
2022-08-12 06:00:00,03,216N, 661E, 35, 991,TS
2022-08-12 12:00:00,03,220N, 652E, 40, 986,TS
2022-08-12 18:00:00,03,223N, 647E, 40, 987,TS
2022-08-13 00:00:00,03,220N, 639E, 35, 987,TS
2022-08-13 06:00:00,03,215N, 636E, 30, 994,TD
2022-08-13 12:00:00,03,216N, 647E, 30, 991,TD
2022-08-13 18:00:00,03,222N, 661E, 25, 995,TD
2022-08-14 00:00:00,03,231N, 666E, 20, 999,DB
2022-08-14 03:00:00,03,235N, 668E, 20,1000,DB
2022-12-12 12:00:00,07,120N, 742E, 15,1010,DB
2022-12-12 18:00:00,07,123N, 736E, 20,1007,DB
2022-12-13 00:00:00,07,126N, 731E, 25,1008,TD
2022-12-13 06:00:00,07,128N, 726E, 30,1000,TD
2022-12-13 12:00:00,07,130N, 721E, 35, 996,TS
2022-12-13 18:00:00,07,132N, 715E, 35,1003,TS
2022-12-14 00:00:00,07,133N, 708E, 50, 994,TS
2022-12-14 00:00:00,07,133N, 708E, 50, 994,TS
2022-12-14 06:00:00,07,135N, 700E, 50, 999,TS
2022-12-14 06:00:00,07,135N, 700E, 50, 999,TS
2022-12-14 12:00:00,07,137N, 693E, 45, 999,TS
2022-12-14 18:00:00,07,137N, 686E, 45,1001,TS
2022-12-15 00:00:00,07,138N, 680E, 45,1000,TS
2022-12-15 06:00:00,07,139N, 673E, 40,1003,TS
2022-12-15 12:00:00,07,140N, 665E, 45, 997,TS
2022-12-15 18:00:00,07,137N, 656E, 35,1003,TS
2022-12-16 00:00:00,07,137N, 650E, 35,1003,TS
2022-12-16 06:00:00,07,140N, 642E, 30,1006,TD
2022-12-16 12:00:00,07,142N, 634E, 30,1002,TD
2022-12-16 18:00:00,07,141N, 628E, 25,1004,TD
2022-12-17 00:00:00,07,140N, 623E, 25,1005,TD
2022-12-17 06:00:00,07,139N, 617E, 25,1005,TD
2022-12-17 12:00:00,07,137N, 609E, 25,1005,TD
2022-12-17 18:00:00,07,136N, 597E, 25,1008,TD
2022-12-18 00:00:00,07,135N, 586E, 25,1004,TD
2022-12-18 06:00:00,07,134N, 575E, 25,1004,TD
2022-12-18 12:00:00,07,131N, 564E, 25,1010,TD
2022-12-18 18:00:00,07,120N, 558E, 25,1010,TD
2022-12-19 00:00:00,07,116N, 554E, 20,1012,DB
2023-06-05 00:00:00,02,103N, 667E, 25,1004,TD
2023-06-05 06:00:00,02,107N, 665E, 25,1004,TD
2023-06-05 12:00:00,02,110N, 663E, 25, 995,TD
2023-06-05 18:00:00,02,114N, 661E, 30, 994,TD
2023-06-06 00:00:00,02,116N, 660E, 40, 993,TS
2023-06-06 06:00:00,02,119N, 659E, 55, 992,TS
2023-06-06 06:00:00,02,119N, 659E, 55, 992,TS
2023-06-06 12:00:00,02,122N, 660E, 75, 982,TY
2023-06-06 12:00:00,02,122N, 660E, 75, 982,TY
2023-06-06 12:00:00,02,122N, 660E, 75, 982,TY
2023-06-06 18:00:00,02,124N, 662E, 80, 979,TY
2023-06-06 18:00:00,02,124N, 662E, 80, 979,TY
2023-06-06 18:00:00,02,124N, 662E, 80, 979,TY
2023-06-07 00:00:00,02,126N, 665E, 85, 976,TY
2023-06-07 00:00:00,02,126N, 665E, 85, 976,TY
2023-06-07 00:00:00,02,126N, 665E, 85, 976,TY
2023-06-07 06:00:00,02,131N, 664E, 80, 973,TY
2023-06-07 06:00:00,02,131N, 664E, 80, 973,TY
2023-06-07 06:00:00,02,131N, 664E, 80, 973,TY
2023-06-07 12:00:00,02,133N, 662E, 85, 970,TY
2023-06-07 12:00:00,02,133N, 662E, 85, 970,TY
2023-06-07 12:00:00,02,133N, 662E, 85, 970,TY
2023-06-07 18:00:00,02,135N, 661E, 80, 973,TY
2023-06-07 18:00:00,02,135N, 661E, 80, 973,TY
2023-06-07 18:00:00,02,135N, 661E, 80, 973,TY
2023-06-08 00:00:00,02,137N, 661E, 75, 974,TY
2023-06-08 00:00:00,02,137N, 661E, 75, 974,TY
2023-06-08 00:00:00,02,137N, 661E, 75, 974,TY
2023-06-08 06:00:00,02,139N, 660E, 75, 976,TY
2023-06-08 06:00:00,02,139N, 660E, 75, 976,TY
2023-06-08 06:00:00,02,139N, 660E, 75, 976,TY
2023-06-08 12:00:00,02,142N, 660E, 75, 976,TY
2023-06-08 12:00:00,02,142N, 660E, 75, 976,TY
2023-06-08 12:00:00,02,142N, 660E, 75, 976,TY
2023-06-08 18:00:00,02,145N, 662E, 70, 979,TY
2023-06-08 18:00:00,02,145N, 662E, 70, 979,TY
2023-06-08 18:00:00,02,145N, 662E, 70, 979,TY
2023-06-09 00:00:00,02,148N, 664E, 65, 983,TY
2023-06-09 00:00:00,02,148N, 664E, 65, 983,TY
2023-06-09 00:00:00,02,148N, 664E, 65, 983,TY
2023-06-09 06:00:00,02,150N, 669E, 60, 986,TS
2023-06-09 06:00:00,02,150N, 669E, 60, 986,TS
2023-06-09 12:00:00,02,157N, 673E, 65, 984,TY
2023-06-09 12:00:00,02,157N, 673E, 65, 984,TY
2023-06-09 12:00:00,02,157N, 673E, 65, 984,TY
2023-06-09 18:00:00,02,163N, 674E, 70, 976,TY
2023-06-09 18:00:00,02,163N, 674E, 70, 976,TY
2023-06-09 18:00:00,02,163N, 674E, 70, 976,TY
2023-06-10 00:00:00,02,164N, 673E, 95, 958,TY
2023-06-10 00:00:00,02,164N, 673E, 95, 958,TY
2023-06-10 00:00:00,02,164N, 673E, 95, 958,TY
2023-06-10 06:00:00,02,166N, 672E,100, 953,TY
2023-06-10 06:00:00,02,166N, 672E,100, 953,TY
2023-06-10 06:00:00,02,166N, 672E,100, 953,TY
2023-06-10 09:00:00,02,169N, 673E,110, 944,TY
2023-06-10 09:00:00,02,169N, 673E,110, 944,TY
2023-06-10 09:00:00,02,169N, 673E,110, 944,TY
2023-06-10 12:00:00,02,172N, 673E,105, 945,TY
2023-06-10 12:00:00,02,172N, 673E,105, 945,TY
2023-06-10 12:00:00,02,172N, 673E,105, 945,TY
2023-06-10 18:00:00,02,176N, 674E,100, 951,TY
2023-06-10 18:00:00,02,176N, 674E,100, 951,TY
2023-06-10 18:00:00,02,176N, 674E,100, 951,TY
2023-06-11 00:00:00,02,178N, 677E, 95, 950,TY
2023-06-11 00:00:00,02,178N, 677E, 95, 950,TY
2023-06-11 00:00:00,02,178N, 677E, 95, 950,TY
2023-06-11 06:00:00,02,183N, 678E, 90, 953,TY
2023-06-11 06:00:00,02,183N, 678E, 90, 953,TY
2023-06-11 06:00:00,02,183N, 678E, 90, 953,TY
2023-06-11 12:00:00,02,187N, 679E, 90, 954,TY
2023-06-11 12:00:00,02,187N, 679E, 90, 954,TY
2023-06-11 12:00:00,02,187N, 679E, 90, 954,TY
2023-06-11 18:00:00,02,190N, 678E, 85, 956,TY
2023-06-11 18:00:00,02,190N, 678E, 85, 956,TY
2023-06-11 18:00:00,02,190N, 678E, 85, 956,TY
2023-06-12 00:00:00,02,192N, 677E, 80, 959,TY
2023-06-12 00:00:00,02,192N, 677E, 80, 959,TY
2023-06-12 00:00:00,02,192N, 677E, 80, 959,TY
2023-06-12 06:00:00,02,197N, 673E, 90, 955,TY
2023-06-12 06:00:00,02,197N, 673E, 90, 955,TY
2023-06-12 06:00:00,02,197N, 673E, 90, 955,TY
2023-06-12 12:00:00,02,199N, 672E, 90, 955,TY
2023-06-12 12:00:00,02,199N, 672E, 90, 955,TY
2023-06-12 12:00:00,02,199N, 672E, 90, 955,TY
2023-06-12 18:00:00,02,203N, 672E, 85, 959,TY
2023-06-12 18:00:00,02,203N, 672E, 85, 959,TY
2023-06-12 18:00:00,02,203N, 672E, 85, 959,TY
2023-06-13 00:00:00,02,207N, 670E, 85, 961,TY
2023-06-13 00:00:00,02,207N, 670E, 85, 961,TY
2023-06-13 00:00:00,02,207N, 670E, 85, 961,TY
2023-06-13 06:00:00,02,209N, 668E, 90, 954,TY
2023-06-13 06:00:00,02,209N, 668E, 90, 954,TY
2023-06-13 06:00:00,02,209N, 668E, 90, 954,TY
2023-06-13 12:00:00,02,211N, 664E, 95, 945,TY
2023-06-13 12:00:00,02,211N, 664E, 95, 945,TY
2023-06-13 12:00:00,02,211N, 664E, 95, 945,TY
2023-06-13 18:00:00,02,212N, 664E, 85, 955,TY
2023-06-13 18:00:00,02,212N, 664E, 85, 955,TY
2023-06-13 18:00:00,02,212N, 664E, 85, 955,TY
2023-06-14 00:00:00,02,213N, 663E, 85, 955,TY
2023-06-14 00:00:00,02,213N, 663E, 85, 955,TY
2023-06-14 00:00:00,02,213N, 663E, 85, 955,TY
2023-06-14 06:00:00,02,214N, 665E, 80, 960,TY
2023-06-14 06:00:00,02,214N, 665E, 80, 960,TY
2023-06-14 06:00:00,02,214N, 665E, 80, 960,TY
2023-06-14 12:00:00,02,218N, 667E, 70, 964,TY
2023-06-14 12:00:00,02,218N, 667E, 70, 964,TY
2023-06-14 12:00:00,02,218N, 667E, 70, 964,TY
2023-06-14 18:00:00,02,222N, 667E, 60, 974,TS
2023-06-14 18:00:00,02,222N, 667E, 60, 974,TS
2023-06-15 00:00:00,02,223N, 669E, 55, 976,TS
2023-06-15 00:00:00,02,223N, 669E, 55, 976,TS
2023-06-15 06:00:00,02,225N, 673E, 55, 975,TS
2023-06-15 06:00:00,02,225N, 673E, 55, 975,TS
2023-06-15 12:00:00,02,228N, 682E, 55, 976,TS
2023-06-15 12:00:00,02,228N, 682E, 55, 976,TS
2023-06-15 18:00:00,02,233N, 686E, 50, 980,TS
2023-06-15 18:00:00,02,233N, 686E, 50, 980,TS
2023-06-16 00:00:00,02,235N, 690E, 45, 983,TS
2023-06-16 06:00:00,02,236N, 696E, 45, 982,TS
2023-06-16 12:00:00,02,242N, 704E, 40, 985,TS
2023-06-16 18:00:00,02,247N, 708E, 35, 987,TS
2023-06-17 00:00:00,02,251N, 711E, 30, 991,TD
2023-10-19 06:00:00,05,107N, 626E, 15,1010,DB
2023-10-19 12:00:00,05,102N, 624E, 20,1007,DB
2023-10-19 18:00:00,05, 99N, 623E, 25,1006,TD
2023-10-20 00:00:00,05, 95N, 621E, 30,1006,TD
2023-10-20 06:00:00,05, 93N, 616E, 30,1006,TD
2023-10-20 12:00:00,05, 94N, 609E, 35,1003,TS
2023-10-20 18:00:00,05, 97N, 598E, 40,1003,TS
2023-10-21 00:00:00,05, 99N, 590E, 50, 997,TS
2023-10-21 00:00:00,05, 99N, 590E, 50, 997,TS
2023-10-21 06:00:00,05,102N, 581E, 55, 995,TS
2023-10-21 06:00:00,05,102N, 581E, 55, 995,TS
2023-10-21 12:00:00,05,107N, 574E, 70, 984,TY
2023-10-21 12:00:00,05,107N, 574E, 70, 984,TY
2023-10-21 12:00:00,05,107N, 574E, 70, 984,TY
2023-10-21 18:00:00,05,114N, 565E,105, 958,TY
2023-10-21 18:00:00,05,114N, 565E,105, 958,TY
2023-10-21 18:00:00,05,114N, 565E,105, 958,TY
2023-10-22 00:00:00,05,121N, 558E,105, 959,TY
2023-10-22 00:00:00,05,121N, 558E,105, 959,TY
2023-10-22 00:00:00,05,121N, 558E,105, 959,TY
2023-10-22 06:00:00,05,127N, 550E,100, 962,TY
2023-10-22 06:00:00,05,127N, 550E,100, 962,TY
2023-10-22 06:00:00,05,127N, 550E,100, 962,TY
2023-10-22 12:00:00,05,134N, 543E,100, 961,TY
2023-10-22 12:00:00,05,134N, 543E,100, 961,TY
2023-10-22 12:00:00,05,134N, 543E,100, 961,TY
