YYYYMMDDHH,CY,LatN/S,LonE/W,VMAX,MSLP,TY
2023-10-22 18:00:00,05,139N, 538E,105, 960,TY
2023-10-22 18:00:00,05,139N, 538E,105, 960,TY
2023-10-22 18:00:00,05,139N, 538E,105, 960,TY
2023-10-23 00:00:00,05,142N, 532E, 85, 976,TY
2023-10-23 00:00:00,05,142N, 532E, 85, 976,TY
2023-10-23 00:00:00,05,142N, 532E, 85, 976,TY
2023-10-23 06:00:00,05,147N, 528E, 80, 980,TY
2023-10-23 06:00:00,05,147N, 528E, 80, 980,TY
2023-10-23 06:00:00,05,147N, 528E, 80, 980,TY
2023-10-23 12:00:00,05,153N, 526E, 70, 982,TY
2023-10-23 12:00:00,05,153N, 526E, 70, 982,TY
2023-10-23 12:00:00,05,153N, 526E, 70, 982,TY
2023-10-23 18:00:00,05,157N, 523E, 65, 986,TY
2023-10-23 18:00:00,05,157N, 523E, 65, 986,TY
2023-10-23 18:00:00,05,157N, 523E, 65, 986,TY
2023-10-24 00:00:00,05,158N, 524E, 45, 999,TS
2023-10-24 06:00:00,05,157N, 517E, 30, 997,TD
2023-10-24 12:00:00,05,165N, 515E, 20,1001,DB
