,CS_ID,CLASS
0,200602,NON-MHW
1,200701,NON-MHW
2,200706,NON-MHW
3,200801,NON-MHW
4,200902,NON-MHW
5,201001,OTHER
6,201004,NON-MHW
7,201106,OTHER
8,201302,NON-MHW
9,201304,NON-MHW
10,201305,NON-MHW
11,201306,NON-MHW
12,201403,NON-MHW
13,201605,NON-MHW
14,201702,OTHER
15,201703,OTHER
16,201806,OTHER
17,201807,NON-MHW
18,201901,OTHER
19,202001,MHW
20,202004,MHW
21,202102,MHW
22,202103,NON-MHW
23,202202,NON-MHW
24,202301,NON-MHW
25,202306,OTHER
26,202308,OTHER
