IO, 05, 1999102500,   , BEST,   0, 115N,  992E,  25,    0,   
IO, 05, 1999102506,   , BEST,   0, 120N,  979E,  25,    0,   
IO, 05, 1999102512,   , BEST,   0, 127N,  969E,  25,    0,   
IO, 05, 1999102518,   , BEST,   0, 132N,  963E,  25,    0,   
IO, 05, 1999102600,   , BEST,   0, 138N,  955E,  35,    0,   
IO, 05, 1999102606,   , BEST,   0, 143N,  949E,  35,    0,   
IO, 05, 1999102612,   , BEST,   0, 150N,  939E,  45,    0,   
IO, 05, 1999102618,   , BEST,   0, 156N,  931E,  50,    0,   
IO, 05, 1999102700,   , BEST,   0, 160N,  923E,  65,    0,   
IO, 05, 1999102706,   , BEST,   0, 164N,  915E,  75,    0,   
IO, 05, 1999102712,   , BEST,   0, 167N,  909E,  90,    0,   
IO, 05, 1999102718,   , BEST,   0, 170N,  902E,  95,    0,   
IO, 05, 1999102800,   , BEST,   0, 176N,  891E, 100,    0,   
IO, 05, 1999102806,   , BEST,   0, 181N,  883E, 115,    0,   
IO, 05, 1999102812,   , BEST,   0, 186N,  877E, 135,    0,   
IO, 05, 1999102818,   , BEST,   0, 191N,  872E, 140,    0,   
IO, 05, 1999102900,   , BEST,   0, 196N,  867E, 140,    0,   
IO, 05, 1999102906,   , BEST,   0, 200N,  863E, 135,    0,   
IO, 05, 1999102912,   , BEST,   0, 204N,  860E, 115,    0,   
IO, 05, 1999102918,   , BEST,   0, 206N,  860E, 100,    0,   
IO, 05, 1999103000,   , BEST,   0, 206N,  859E,  80,    0,   
IO, 05, 1999103006,   , BEST,   0, 205N,  858E,  55,    0,   
IO, 05, 1999103012,   , BEST,   0, 203N,  858E,  45,    0,   
IO, 05, 1999103018,   , BEST,   0, 202N,  859E,  45,    0,   
IO, 05, 1999103100,   , BEST,   0, 199N,  859E,  40,    0,   
IO, 05, 1999103106,   , BEST,   0, 196N,  859E,  40,    0,   
IO, 05, 1999103112,   , BEST,   0, 192N,  858E,  35,    0,   
IO, 05, 1999103118,   , BEST,   0, 190N,  856E,  35,    0,   
IO, 05, 1999110100,   , BEST,   0, 189N,  855E,  30,    0,   
IO, 05, 1999110106,   , BEST,   0, 186N,  853E,  25,    0,   
IO, 05, 1999110112,   , BEST,   0, 179N,  851E,  25,    0,   
IO, 05, 1999110118,   , BEST,   0, 170N,  849E,  25,    0,   
IO, 05, 1999110200,   , BEST,   0, 161N,  848E,  25,    0,   
IO, 05, 1999110206,   , BEST,   0, 159N,  847E,  20,    0,   
IO, 05, 1999110212,   , BEST,   0, 158N,  845E,  15,    0,   
IO, 05, 1999110218,   , BEST,   0, 157N,  841E,  15,    0,   
IO, 05, 1999110300,   , BEST,   0, 158N,  837E,  15,    0,   
IO, 05, 1999110306,   , BEST,   0, 160N,  833E,  15,    0,   
