IO, 01, 1998051300,   , BEST,   0,  40N,  855E,  15
IO, 01, 1998051306,   , BEST,   0,  52N,  860E,  20
IO, 01, 1998051312,   , BEST,   0,  62N,  864E,  20
IO, 01, 1998051318,   , BEST,   0,  73N,  867E,  20
IO, 01, 1998051400,   , BEST,   0,  82N,  866E,  20
IO, 01, 1998051406,   , BEST,   0,  89N,  861E,  20
IO, 01, 1998051412,   , BEST,   0,  93N,  853E,  20
IO, 01, 1998051418,   , BEST,   0,  94N,  844E,  20
IO, 01, 1998051500,   , BEST,   0,  95N,  836E,  20
IO, 01, 1998051506,   , BEST,   0,  97N,  825E,  20
IO, 01, 1998051512,   , BEST,   0,  99N,  815E,  20
IO, 01, 1998051518,   , BEST,   0, 101N,  806E,  25
IO, 01, 1998051600,   , BEST,   0, 105N,  803E,  25
IO, 01, 1998051606,   , BEST,   0, 110N,  805E,  25
IO, 01, 1998051612,   , BEST,   0, 114N,  819E,  25
IO, 01, 1998051618,   , BEST,   0, 122N,  836E,  25
IO, 01, 1998051700,   , BEST,   0, 129N,  850E,  25
IO, 01, 1998051706,   , BEST,   0, 136N,  863E,  25
IO, 01, 1998051712,   , BEST,   0, 141N,  871E,  25
IO, 01, 1998051718,   , BEST,   0, 145N,  877E,  25
IO, 01, 1998051800,   , BEST,   0, 151N,  884E,  25
IO, 01, 1998051806,   , BEST,   0, 159N,  889E,  30
IO, 01, 1998051812,   , BEST,   0, 170N,  893E,  30
IO, 01, 1998051818,   , BEST,   0, 180N,  896E,  35
IO, 01, 1998051900,   , BEST,   0, 191N,  900E,  40
IO, 01, 1998051906,   , BEST,   0, 202N,  904E,  45
IO, 01, 1998051912,   , BEST,   0, 209N,  908E,  55
IO, 01, 1998051918,   , BEST,   0, 213N,  911E,  60
IO, 01, 1998052000,   , BEST,   0, 219N,  915E,  70
IO, 01, 1998052006,   , BEST,   0, 225N,  920E,  60
IO, 01, 1998052012,   , BEST,   0, 238N,  929E,  40
IO, 01, 1998052018,   , BEST,   0, 243N,  938E,  25
