IO, 01, 2000101418,   , BEST,   0, 147N,  890E,  25,    0, TD
IO, 01, 2000101500,   , BEST,   0, 146N,  884E,  25,    0, TD
IO, 01, 2000101506,   , BEST,   0, 145N,  877E,  25,    0, TD
IO, 01, 2000101512,   , BEST,   0, 144N,  871E,  25,    0, TD
IO, 01, 2000101518,   , BEST,   0, 143N,  865E,  25,    0, TD
IO, 01, 2000101600,   , BEST,   0, 142N,  860E,  35,    0, TS
IO, 01, 2000101606,   , BEST,   0, 141N,  855E,  35,    0, TS
IO, 01, 2000101612,   , BEST,   0, 141N,  851E,  35,    0, TS
IO, 01, 2000101618,   , BEST,   0, 140N,  848E,  35,    0, TS
IO, 01, 2000101700,   , BEST,   0, 140N,  844E,  35,    0, TS
IO, 01, 2000101706,   , BEST,   0, 140N,  841E,  35,    0, TS
IO, 01, 2000101712,   , BEST,   0, 141N,  839E,  30,    0, TD
IO, 01, 2000101718,   , BEST,   0, 143N,  837E,  30,    0, TD
IO, 01, 2000101800,   , BEST,   0, 146N,  834E,  30,    0, TD
IO, 01, 2000101806,   , BEST,   0, 149N,  831E,  30,    0, TD
IO, 01, 2000101812,   , BEST,   0, 151N,  827E,  25,    0, TD
IO, 01, 2000101818,   , BEST,   0, 153N,  820E,  25,    0, TD
