IO, 04, 1999101500,   , BEST,   0, 145N,  927E,  20,    0,   
IO, 04, 1999101506,   , BEST,   0, 152N,  914E,  25,    0,   
IO, 04, 1999101512,   , BEST,   0, 154N,  902E,  30,    0,   
IO, 04, 1999101518,   , BEST,   0, 158N,  893E,  45,    0,   
IO, 04, 1999101600,   , BEST,   0, 162N,  883E,  45,    0,   
IO, 04, 1999101606,   , BEST,   0, 166N,  874E,  55,    0,   
IO, 04, 1999101612,   , BEST,   0, 171N,  865E,  65,    0,   
IO, 04, 1999101618,   , BEST,   0, 175N,  858E,  80,    0,   
IO, 04, 1999101700,   , BEST,   0, 177N,  853E, 120,    0,   
IO, 04, 1999101706,   , BEST,   0, 180N,  849E, 120,    0,   
IO, 04, 1999101712,   , BEST,   0, 185N,  847E, 120,    0,   
IO, 04, 1999101718,   , BEST,   0, 192N,  847E,  90,    0,   
IO, 04, 1999101800,   , BEST,   0, 201N,  846E,  90,    0,   
IO, 04, 1999101806,   , BEST,   0, 211N,  845E,  65,    0,   
IO, 04, 1999101812,   , BEST,   0, 224N,  847E,  40,    0,   
