IO, 01, 2003050812,   , BEST,   0,  50N,  913E,  15, 1006, TD,   0,    ,    0,    0,    0,    0, 
IO, 01, 2003050818,   , BEST,   0,  48N,  912E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
IO, 01, 2003050900,   , BEST,   0,  45N,  911E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
IO, 01, 2003050906,   , BEST,   0,  42N,  910E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
IO, 01, 2003050912,   , BEST,   0,  44N,  907E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
IO, 01, 2003050918,   , BEST,   0,  51N,  904E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1008,  120,  60,   0,   0, 
IO, 01, 2003051000,   , BEST,   0,  60N,  902E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1004,  120,  60,   0,   0, 
IO, 01, 2003051006,   , BEST,   0,  69N,  899E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1004,  130,  60,   0,   0, 
IO, 01, 2003051012,   , BEST,   0,  78N,  895E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1004,  130,  60,   0,   0, 
IO, 01, 2003051018,   , BEST,   0,  87N,  887E,  35,  997, TS,  34, NEQ,   60,   60,   60,   60, 1004,  130,  15,   0,   0, 
IO, 01, 2003051100,   , BEST,   0,  96N,  880E,  45,  991, TS,  34, NEQ,   70,   70,   70,   70, 1004,  130,  20,   0,   0, 
IO, 01, 2003051106,   , BEST,   0, 104N,  874E,  55,  984, TS,  34, NEQ,  110,  110,  130,  130, 1002,  130,  20,   0,   0, 
IO, 01, 2003051112,   , BEST,   0, 106N,  868E,  60,  980, TS,  34, NEQ,  110,   80,  130,  130, 1001,  120,  20,   0,   0, 
IO, 01, 2003051118,   , BEST,   0, 107N,  863E,  60,  980, TS,  34, NEQ,  100,   80,  100,  110, 1002,  120,  15,   0,   0, 
IO, 01, 2003051200,   , BEST,   0, 104N,  864E,  60,  980, TS,  34, NEQ,  100,   70,  100,  110, 1002,  120,  15,   0,   0, 
IO, 01, 2003051206,   , BEST,   0, 109N,  864E,  55,  984, TS,  34, NEQ,   90,   70,  110,  115,  999,  120,  15,   0,   0, 
IO, 01, 2003051212,   , BEST,   0, 113N,  867E,  55,  984, TS,  34, NEQ,   80,   70,  120,  120, 1000,  130,  15,   0,   0, 
IO, 01, 2003051218,   , BEST,   0, 118N,  868E,  55,  984, TS,  34, NEQ,   80,   80,  120,  120, 1000,  120,  15,   0,   0, 
IO, 01, 2003051300,   , BEST,   0, 123N,  864E,  55,  984, TS,  34, NEQ,   80,   80,  120,  120, 1000,  120,  15,   0,   0, 
IO, 01, 2003051306,   , BEST,   0, 126N,  861E,  55,  984, TS,  34, NEQ,   80,   80,  120,  120, 1000,  120,  15,   0,   0, 
IO, 01, 2003051312,   , BEST,   0, 129N,  860E,  50,  987, TS,  34, NEQ,   80,   80,  120,  120, 1000,  120,  15,   0,   0, 
IO, 01, 2003051318,   , BEST,   0, 132N,  859E,  55,  984, TS,  34, NEQ,   60,   60,  120,  120, 1001,  120,  15,   0,   0, 
IO, 01, 2003051400,   , BEST,   0, 137N,  859E,  45,  991, TS,  34, NEQ,   60,   60,  120,  120, 1001,  120,  15,   0,   0, 
IO, 01, 2003051406,   , BEST,   0, 142N,  860E,  45,  991, TS,  34, NEQ,   60,   60,  120,  120, 1001,  120,  20,   0,   0, 
IO, 01, 2003051412,   , BEST,   0, 145N,  864E,  40,  994, TS,  34, NEQ,   60,   60,  120,  120, 1001,  120,  20,   0,   0, 
IO, 01, 2003051418,   , BEST,   0, 147N,  867E,  35,  997, TS,  34, NEQ,   50,   50,   50,   50, 1001,  120,  50,   0,   0, 
IO, 01, 2003051500,   , BEST,   0, 148N,  863E,  35,  997, TS,  34, NEQ,   50,   50,   50,   50, 1000,  120,  50,   0,   0, 
IO, 01, 2003051506,   , BEST,   0, 144N,  862E,  35,  997, TS,  34, NEQ,   50,   50,   50,   50, 1000,  120,  50,   0,   0, 
IO, 01, 2003051512,   , BEST,   0, 143N,  865E,  35,  997, TS,  34, NEQ,   50,   50,   50,   50, 1000,  120,  50,   0,   0, 
IO, 01, 2003051518,   , BEST,   0, 144N,  868E,  35,  997, TS,  34, NEQ,   50,   50,   50,   50, 1000,  120,  50,   0,   0, 
